 ,X,Y
1,-0.059,0.713
2,-0.083,4.542
3,0.178,0.690
4,0.820,5.078
5,0.262,0.452
6,3.722,3.365
7,0.369,0.273
8,5.506,1.760
9,0.404,0.083
10,6.100,1.153
11,0.416,-0.155
12,5.874,-0.297
13,0.333,-0.321
14,5.161,-1.510
15,0.285,-0.499
16,4.887,-1.736
17,0.190,-0.559
18,2.200,-4.424
19,0.095,-0.630
20,2.307,-3.829
21,0.012,-0.642
22,-2.033,-3.508
23,-0.107,-0.595
24,-3.092,-2.913
25,-0.226,-0.499
26,-3.734,-3.555
27,-0.333,-0.357
28,-4.459,-3.496
29,-0.404,-0.250
30,-6.041,-0.809
31,-0.369,0.012
32,-6.076,0.630
33,-0.345,0.238
34,-5.541,1.534
35,-0.273,0.464
36,-3.080,4.043
37,-0.166,0.654
38,-1.617,4.780
