 ,X,Y
1,-0.295,0.899
2,-1.258,5.110
3,-0.167,0.912
4,-1.335,5.508
5,-0.013,0.783
6,3.980,4.969
7,0.090,0.616
8,5.932,1.631
9,0.257,0.475
10,6.433,0.745
11,0.334,0.218
12,7.165,-0.360
13,0.308,-0.013
14,6.779,-1.451
15,0.372,-0.270
16,6.369,-2.671
17,0.295,-0.462
18,5.046,-3.377
19,0.154,-0.629
20,4.186,-3.659
21,0.064,-0.681
22,1.464,-4.391
23,-0.090,-0.642
24,-3.993,-3.736
25,-0.347,-0.565
26,-4.866,-3.544
27,-0.462,-0.385
28,-6.600,-2.324
29,-0.526,-0.103
30,-7.088,-1.374
31,-0.526,0.141
32,-7.396,0.360
33,-0.514,0.398
34,-6.574,2.504
35,-0.475,0.642
36,-5.714,3.454
37,-0.347,0.809
38,-3.852,5.637
