 ,X,Y
1,-0.067,0.724
2,0.156,3.029
3,0.022,0.713
4,1.626,2.817
5,0.100,0.590
6,2.361,2.873
7,0.189,0.501
8,2.973,2.338
9,0.256,0.401
10,3.864,1.191
11,0.245,0.212
12,4.131,2.116
13,0.267,0.000
14,4.643,-0.056
15,0.278,-0.134
16,4.331,-1.347
17,0.234,-0.234
18,3.741,-2.049
19,0.122,-0.312
20,3.274,-1.503
21,0.100,-0.412
22,1.203,-2.884
23,0.033,-0.512
24,-0.111,-2.873
25,-0.067,-0.490
26,0.000,-2.895
27,-0.145,-0.512
28,-1.236,-2.450
29,-0.223,-0.412
30,-1.403,-2.483
31,-0.278,-0.323
32,-2.271,-2.594
33,-0.289,-0.245
34,-3.418,-2.149
35,-0.301,-0.078
36,-4.476,-1.180
37,-0.345,0.111
38,-4.632,-0.134
39,-0.356,0.289
40,-4.676,0.367
41,-0.289,0.479
42,-3.908,1.247
43,-0.256,0.590
44,-3.207,2.038
45,-0.178,0.713
46,-1.893,2.917
47,-0.109,0.760
48,-1.411,2.430
