 ,X,Y
1,-0.062,0.828
2,0.062,3.541
3,0.083,0.797
4,1.170,3.158
5,0.186,0.652
6,2.050,3.023
7,0.290,0.487
8,2.671,2.371
9,0.342,0.383
10,2.971,2.008
11,0.404,0.248
12,3.406,1.170
13,0.435,0.093
14,3.499,0.642
15,0.456,-0.072
16,3.365,-0.797
17,0.404,-0.259
18,3.002,-1.832
19,0.269,-0.352
20,2.216,-2.267
21,0.197,-0.404
22,1.449,-2.495
23,0.083,-0.424
24,0.311,-2.744
25,-0.031,-0.518
26,-1.646,-1.760
27,-0.186,-0.507
28,-0.611,-2.474
29,-0.300,-0.497
30,-1.874,-2.164
31,-0.383,-0.435
32,-2.371,-1.957
33,-0.487,-0.331
34,-2.837,-1.708
35,-0.528,-0.176
36,-3.261,-1.512
37,-0.518,-0.041
38,-3.789,-0.445
39,-0.590,0.135
40,-3.820,0.683
41,-0.518,0.290
42,-3.396,1.708
43,-0.466,0.445
44,-3.023,2.133
45,-0.373,0.580
46,-2.216,2.712
47,-0.280,0.714
48,-1.429,3.168
49,-0.166,0.797
50,-0.870,3.520
