 ,X,Y
1,-0.033,0.859
2,0.473,4.402
3,0.172,0.786
4,3.896,2.413
5,0.365,0.606
6,4.378,0.726
7,0.389,0.340
8,4.896,1.160
9,0.461,0.136
10,5.354,-0.539
11,0.461,-0.093
12,5.101,-1.744
13,0.365,-0.346
14,4.788,-1.118
15,0.268,-0.479
16,2.763,-2.974
17,0.087,-0.551
18,0.304,-2.974
19,-0.021,-0.563
20,0.003,-3.094
21,-0.142,-0.503
22,-2.154,-2.347
23,-0.238,-0.407
24,-3.203,-1.672
25,-0.322,-0.322
26,-4.565,-0.178
27,-0.455,-0.057
28,-5.023,0.581
29,-0.431,0.196
30,-4.986,2.281
31,-0.395,0.401
32,-4.143,3.004
33,-0.298,0.569
34,-2.721,4.028
35,-0.190,0.786
36,-1.769,4.293
