 ,X,Y
1,-0.032,0.589
2,-0.696,4.036
3,0.128,0.557
4,1.798,4.025
5,0.235,0.439
6,2.687,3.682
7,0.310,0.343
8,3.222,3.789
9,0.343,0.246
10,4.871,1.820
11,0.310,0.107
12,4.346,2.783
13,0.353,-0.054
14,5.213,-1.113
15,0.343,-0.193
16,4.400,0.032
17,0.300,-0.321
18,2.730,-2.451
19,0.225,-0.385
20,3.115,-2.441
21,0.161,-0.471
22,1.927,-3.008
23,0.043,-0.482
24,0.385,-3.500
25,-0.064,-0.482
26,-2.462,-2.473
27,-0.193,-0.428
28,-2.762,-2.323
29,-0.289,-0.364
30,-3.800,-1.884
31,-0.310,-0.225
32,-3.522,-3.179
33,-0.321,-0.107
34,-4.678,-2.034
35,-0.332,0.054
36,-5.288,0.096
37,-0.310,0.161
38,-5.042,1.274
39,-0.310,0.289
40,-3.179,3.532
41,-0.268,0.450
42,-2.430,3.693
43,-0.161,0.557
44,-1.970,3.950
