 ,X,Y
1,-0.146,0.979
2,0.167,7.479
3,0.208,0.854
4,4.625,6.229
5,0.375,0.646
6,7.875,2.125
7,0.521,0.000
8,8.458,0.667
9,0.646,-0.250
10,6.771,-1.646
11,0.562,-0.562
12,5.417,-4.062
13,0.438,-0.854
14,4.729,-3.292
15,0.292,-0.958
16,0.229,-4.771
17,0.062,-0.979
18,-0.729,-5.125
19,-0.188,-0.958
20,-3.083,-5.125
21,-0.312,-0.646
22,-3.792,-5.188
23,-0.521,-0.479
24,-6.083,-3.396
25,-0.521,-0.188
26,-7.083,-1.604
27,-0.583,0.229
28,-8.979,1.062
29,-0.521,0.583
30,-8.250,1.438
31,-0.417,0.938
32,-4.688,6.146
