 ,X,Y
1,0.004,0.423
2,1.099,2.726
3,0.102,0.367
4,2.075,1.912
5,0.193,0.311
6,2.566,1.820
7,0.249,0.205
8,2.777,1.827
9,0.277,0.065
10,3.297,1.568
11,0.298,-0.040
12,3.535,0.620
13,0.341,-0.146
14,3.542,-0.005
15,0.362,-0.251
16,3.332,-0.750
17,0.348,-0.349
18,2.426,-1.480
19,0.242,-0.448
20,2.405,-1.922
21,0.186,-0.546
22,2.419,-1.845
23,0.109,-0.581
24,1.113,-2.491
25,-0.011,-0.553
26,-0.137,-2.695
27,-0.116,-0.525
28,-1.885,-2.161
29,-0.186,-0.490
30,-2.257,-1.775
31,-0.305,-0.427
32,-2.812,-1.445
33,-0.348,-0.328
34,-2.756,-1.522
35,-0.362,-0.223
36,-3.514,-0.792
37,-0.362,-0.097
38,-3.760,-0.434
39,-0.334,0.023
40,-3.191,0.879
41,-0.298,0.163
42,-2.784,1.441
43,-0.242,0.297
44,-2.040,2.291
45,-0.165,0.367
46,-1.176,2.361
47,-0.074,0.409
48,-0.958,2.375
49,-0.030,0.413
50,0.118,2.789
