 ,X,Y
1,0.018,0.451
2,-0.014,3.110
3,0.116,0.459
4,1.095,3.159
5,0.173,0.443
6,2.050,2.392
7,0.239,0.385
8,2.033,2.466
9,0.239,0.312
10,2.702,1.666
11,0.296,0.165
12,2.963,1.511
13,0.320,0.051
14,3.371,0.622
15,0.361,-0.031
16,3.575,0.092
17,0.337,-0.186
18,3.763,-0.235
19,0.312,-0.267
20,3.486,-1.491
21,0.279,-0.349
22,3.151,-1.923
23,0.230,-0.447
24,2.972,-2.152
25,0.206,-0.528
26,2.425,-2.323
27,0.149,-0.585
28,1.846,-2.649
29,0.075,-0.675
30,1.079,-2.837
31,-0.022,-0.675
32,-0.210,-2.902
33,-0.120,-0.642
34,-0.088,-2.976
35,-0.169,-0.545
36,-2.029,-2.176
37,-0.243,-0.496
38,-2.348,-1.956
39,-0.332,-0.414
40,-2.478,-1.907
41,-0.349,-0.332
42,-3.025,-0.887
43,-0.341,-0.218
44,-3.204,-0.235
45,-0.332,-0.120
46,-3.408,0.353
47,-0.308,-0.006
48,-3.490,0.826
49,-0.292,0.100
50,-3.269,1.332
51,-0.267,0.214
52,-2.910,1.560
53,-0.210,0.345
54,-2.078,2.205
55,-0.128,0.426
56,-1.360,2.776
57,-0.047,0.443
58,-1.091,3.045
