 ,X,Y
1,0.009,0.591
2,0.461,3.057
3,0.088,0.527
4,1.041,2.899
5,0.159,0.426
6,1.192,2.634
7,0.181,0.312
8,2.080,1.917
9,0.231,0.204
10,1.514,2.082
11,0.253,0.140
12,2.776,1.172
13,0.303,0.018
14,2.768,0.426
15,0.310,-0.082
16,2.811,-0.620
17,0.310,-0.190
18,3.213,-0.914
19,0.303,-0.276
20,2.790,-1.236
21,0.260,-0.333
22,2.776,-1.602
23,0.231,-0.398
24,2.647,-1.638
25,0.195,-0.498
26,2.331,-1.702
27,0.116,-0.534
28,1.844,-1.939
29,0.073,-0.591
30,0.840,-2.749
31,0.002,-0.591
32,-1.023,-2.140
33,-0.077,-0.555
34,-2.536,-1.451
35,-0.163,-0.455
36,-1.511,-2.462
37,-0.228,-0.419
38,-2.693,-1.702
39,-0.271,-0.305
40,-3.396,-0.892
41,-0.271,-0.204
42,-3.345,-0.584
43,-0.271,-0.075
44,-3.023,-0.670
45,-0.278,0.018
46,-2.851,0.376
47,-0.285,0.147
48,-2.801,1.043
49,-0.249,0.290
50,-2.622,1.444
51,-0.256,0.455
52,-2.084,2.032
53,-0.156,0.520
54,-1.425,2.584
55,-0.063,0.570
56,-0.507,2.777
