 ,X,Y
1,0.077,0.414
2,0.332,2.964
3,0.139,0.400
4,1.383,2.682
5,0.187,0.338
6,1.665,2.710
7,0.208,0.284
8,2.806,1.555
9,0.215,0.215
10,2.820,1.363
11,0.277,0.139
12,2.902,1.081
13,0.338,0.050
14,2.847,0.737
15,0.325,-0.019
16,3.060,0.057
17,0.345,-0.149
18,2.888,0.070
19,0.318,-0.218
20,3.060,-0.534
21,0.284,-0.308
22,2.895,-1.304
23,0.235,-0.397
24,2.593,-1.923
25,0.180,-0.479
26,2.160,-2.335
27,0.132,-0.569
28,1.864,-2.315
29,0.070,-0.624
30,1.356,-2.184
31,0.022,-0.679
32,1.005,-2.418
33,-0.108,-0.624
34,-1.682,-1.593
35,-0.143,-0.534
36,-2.019,-1.394
37,-0.232,-0.528
38,-2.225,-1.098
39,-0.273,-0.452
40,-2.349,-0.754
41,-0.308,-0.363
42,-2.424,-0.390
43,-0.321,-0.253
44,-2.672,0.167
45,-0.294,-0.170
46,-2.713,0.270
47,-0.308,-0.081
48,-2.589,0.820
49,-0.280,0.064
50,-2.294,1.198
51,-0.259,0.167
52,-2.115,1.837
53,-0.184,0.242
54,-1.840,2.071
55,-0.095,0.325
56,-1.448,2.222
57,-0.005,0.380
58,-0.617,2.778
