 ,X,Y
1,0.000,0.567
2,-0.032,2.762
3,0.056,0.543
4,2.068,2.038
5,0.135,0.519
6,1.782,2.285
7,0.175,0.432
8,2.084,1.935
9,0.231,0.320
10,2.490,1.378
11,0.270,0.153
12,2.386,1.060
13,0.310,0.066
14,2.959,-0.276
15,0.310,-0.062
16,2.665,-0.738
17,0.334,-0.189
18,3.198,-0.722
19,0.334,-0.300
20,2.832,-1.605
21,0.262,-0.364
22,2.752,-1.979
23,0.215,-0.467
24,2.219,-2.249
25,0.151,-0.531
26,1.686,-2.400
27,0.072,-0.571
28,1.623,-2.368
29,0.016,-0.571
30,1.368,-2.464
31,-0.095,-0.539
32,-0.358,-2.718
33,-0.191,-0.515
34,-0.835,-2.583
35,-0.278,-0.443
36,-1.623,-2.416
37,-0.342,-0.388
38,-2.673,-1.128
39,-0.406,-0.276
40,-2.872,-1.183
41,-0.406,-0.157
42,-2.848,-0.778
43,-0.414,-0.022
44,-2.959,-0.658
45,-0.398,0.089
46,-2.808,0.599
47,-0.374,0.241
48,-2.601,0.877
49,-0.350,0.376
50,-2.219,1.481
51,-0.302,0.511
52,-2.012,1.800
53,-0.159,0.646
54,-1.114,2.571
