 ,X,Y
1,-0.058,0.457
2,-0.393,2.918
3,-0.006,0.449
4,0.837,2.605
5,0.054,0.420
6,1.165,2.515
7,0.121,0.390
8,1.874,2.277
9,0.188,0.315
10,2.508,1.822
11,0.241,0.218
12,2.739,1.046
13,0.308,0.084
14,3.104,0.472
15,0.308,-0.065
16,3.142,0.181
17,0.270,-0.147
18,3.179,0.233
19,0.315,-0.274
20,3.075,-0.804
21,0.300,-0.349
22,2.784,-1.109
23,0.255,-0.438
24,2.657,-1.162
25,0.211,-0.498
26,2.336,-1.311
27,0.136,-0.535
28,1.546,-1.728
29,0.076,-0.557
30,0.613,-2.392
31,0.009,-0.543
32,-0.565,-2.333
33,-0.073,-0.520
34,-1.057,-2.004
35,-0.125,-0.498
36,-1.997,-1.370
37,-0.200,-0.446
38,-2.258,-1.475
39,-0.274,-0.371
40,-2.832,-0.923
41,-0.326,-0.267
42,-3.086,-0.580
43,-0.371,-0.177
44,-3.354,-0.341
45,-0.349,-0.021
46,-3.503,0.315
47,-0.311,0.084
48,-3.086,0.964
49,-0.282,0.255
50,-2.608,1.605
51,-0.229,0.375
52,-1.736,2.209
53,-0.155,0.479
54,-1.109,2.694
