 ,X,Y
1,-0.078,0.489
2,-0.333,4.741
3,0.022,0.455
4,3.331,3.709
5,0.100,0.378
6,5.075,2.476
7,0.200,0.233
8,5.807,1.110
9,0.333,0.056
10,5.896,-0.222
11,0.333,-0.122
12,5.297,-1.910
13,0.244,-0.322
14,4.131,-1.788
15,0.155,-0.455
16,2.954,-2.432
17,0.078,-0.500
18,1.332,-3.176
19,-0.022,-0.500
20,-1.233,-2.621
21,-0.122,-0.433
22,-2.765,-2.532
23,-0.333,-0.366
24,-4.586,-0.822
25,-0.366,-0.211
26,-5.274,-0.622
27,-0.366,0.000
28,-5.952,-0.089
29,-0.266,0.167
30,-5.885,1.666
31,-0.178,0.378
32,-4.986,2.632
33,-0.139,0.472
34,-2.138,4.636
