 ,X,Y
1,-0.124,0.753
2,-0.933,5.741
3,0.022,0.719
4,0.595,5.281
5,0.202,0.652
6,2.708,4.932
7,0.247,0.483
8,4.337,3.292
9,0.371,0.337
10,5.011,2.123
11,0.416,0.157
12,5.730,0.270
13,0.438,-0.045
14,5.517,-1.483
15,0.416,-0.247
16,5.090,-2.011
17,0.393,-0.427
18,3.843,-3.236
19,0.202,-0.539
20,2.382,-4.090
21,0.022,-0.584
22,-1.461,-4.112
23,-0.101,-0.562
24,-2.865,-3.438
25,-0.270,-0.449
26,-3.876,-2.753
27,-0.438,-0.281
28,-5.382,-1.607
29,-0.438,-0.079
30,-6.213,0.506
31,-0.416,0.101
32,-5.955,1.056
33,-0.348,0.315
34,-4.247,3.562
35,-0.258,0.573
36,-3.539,4.584
