 ,X,Y
1,-0.091,0.974
2,-0.358,6.438
3,0.081,0.841
4,4.169,5.464
5,0.291,0.650
6,6.309,2.866
7,0.463,0.344
8,8.162,1.853
9,0.559,0.038
10,8.621,1.299
11,0.521,-0.287
12,8.162,-0.076
13,0.425,-0.554
14,6.901,-0.860
15,0.253,-0.726
16,5.564,-2.522
17,0.062,-0.745
18,1.915,-4.929
19,-0.186,-0.726
20,-2.574,-5.483
21,-0.377,-0.592
22,-5.230,-4.852
23,-0.492,-0.382
24,-7.465,-3.209
25,-0.568,-0.076
26,-8.726,-1.777
27,-0.568,0.325
28,-8.286,0.974
29,-0.454,0.669
30,-6.357,2.999
31,-0.282,0.898
32,-3.816,6.056
