 ,X,Y
1,0.030,1.018
2,-0.132,6.973
3,0.233,0.896
4,5.500,4.745
5,0.415,0.674
6,7.505,1.626
7,0.537,0.370
8,9.004,1.808
9,0.598,0.025
10,8.700,-0.825
11,0.496,-0.299
12,7.606,-1.231
13,0.354,-0.542
14,7.242,-2.122
15,0.192,-0.704
16,5.176,-3.378
17,0.051,-0.724
18,2.400,-4.958
19,-0.132,-0.704
20,-3.920,-3.682
21,-0.294,-0.603
22,-4.183,-4.472
23,-0.476,-0.481
24,-5.763,-2.284
25,-0.618,-0.157
26,-7.181,-2.851
27,-0.618,0.106
28,-9.024,0.755
29,-0.598,0.532
30,-8.721,0.066
31,-0.415,0.795
32,-6.756,3.469
33,-0.192,0.957
34,-3.616,6.609
