 ,X,Y
1,0.000,0.821
2,0.364,4.374
3,0.112,0.737
4,2.919,3.292
5,0.168,0.634
6,3.264,2.369
7,0.261,0.485
8,3.218,2.472
9,0.354,0.410
10,3.899,1.278
11,0.382,0.308
12,4.290,0.298
13,0.382,0.196
14,4.141,-0.298
15,0.457,0.065
16,4.123,-0.037
17,0.485,-0.047
18,4.169,-0.634
19,0.438,-0.140
20,4.048,-0.746
21,0.438,-0.252
22,3.824,-0.877
23,0.364,-0.354
24,3.488,-0.858
25,0.233,-0.457
26,3.414,-0.821
27,0.168,-0.476
28,2.817,-2.266
29,0.065,-0.504
30,1.418,-3.115
31,-0.075,-0.494
32,-0.056,-3.125
33,-0.159,-0.504
34,-2.649,-2.602
35,-0.261,-0.457
36,-2.341,-3.199
37,-0.336,-0.354
38,-3.507,-2.388
39,-0.373,-0.270
40,-4.206,-1.464
41,-0.457,-0.196
42,-4.253,-0.746
43,-0.466,-0.019
44,-4.337,-0.476
45,-0.494,0.131
46,-4.458,-0.662
47,-0.457,0.289
48,-4.580,1.352
49,-0.373,0.420
50,-4.402,0.970
51,-0.354,0.532
52,-3.721,2.294
53,-0.270,0.634
54,-1.912,3.899
55,-0.149,0.793
56,-1.259,4.169
