 ,X,Y
1,-0.016,0.763
2,-0.811,6.026
3,0.143,0.684
4,2.099,6.487
5,0.238,0.541
6,4.118,5.024
7,0.366,0.445
8,4.754,4.675
9,0.413,0.318
10,6.742,1.765
11,0.429,0.207
12,6.392,1.876
13,0.445,0.079
14,6.657,-0.175
15,0.445,-0.111
16,6.636,0.366
17,0.488,-0.238
18,5.788,-1.871
19,0.413,-0.408
20,5.459,-1.871
21,0.371,-0.503
22,4.060,-2.327
23,0.286,-0.599
24,3.116,-2.857
25,0.191,-0.662
26,3.063,-1.669
27,0.095,-0.662
28,2.025,-2.740
29,0.011,-0.694
30,2.056,-3.471
31,-0.138,-0.694
32,1.823,-3.588
33,-0.297,-0.556
34,-3.498,-4.076
35,-0.413,-0.408
36,-4.155,-4.224
37,-0.440,-0.244
38,-6.376,-1.367
39,-0.461,-0.021
40,-6.556,0.477
41,-0.461,0.191
42,-7.128,0.689
43,-0.419,0.350
44,-6.810,2.300
45,-0.334,0.509
46,-5.432,3.593
47,-0.260,0.731
48,-5.284,3.233
49,-0.132,0.816
50,-3.789,5.332
