 ,X,Y
1,-0.006,0.692
2,0.559,4.708
3,0.183,0.537
4,2.241,4.940
5,0.271,0.448
6,4.199,3.734
7,0.304,0.349
8,4.874,3.037
9,0.349,0.238
10,6.290,0.542
11,0.415,0.111
12,6.169,0.332
13,0.360,-0.089
14,6.633,0.254
15,0.470,-0.243
16,5.726,-1.538
17,0.315,-0.420
18,5.383,-2.279
19,0.271,-0.542
20,5.117,-2.501
21,0.149,-0.609
22,4.033,-2.545
23,0.039,-0.719
24,2.705,-3.065
25,-0.138,-0.730
26,-3.557,-2.346
27,-0.238,-0.609
28,-4.774,-1.892
29,-0.337,-0.409
30,-5.106,-1.604
31,-0.393,-0.238
32,-5.903,-0.769
33,-0.382,-0.050
34,-6.346,0.371
35,-0.343,0.122
36,-5.709,0.996
37,-0.288,0.332
38,-5.964,0.963
39,-0.310,0.454
40,-4.813,2.910
41,-0.232,0.586
42,-2.147,4.326
43,-0.100,0.664
44,-1.140,4.636
