 ,X,Y
1,0.152,0.721
2,0.223,4.132
3,0.234,0.640
4,2.711,3.310
5,0.294,0.589
6,4.234,2.437
7,0.345,0.487
8,4.386,1.848
9,0.355,0.315
10,4.173,1.716
11,0.320,0.162
12,5.214,-0.843
13,0.300,-0.030
14,5.051,-0.792
15,0.320,-0.183
16,4.117,-0.995
17,0.188,-0.274
18,3.772,-1.249
19,0.147,-0.426
20,3.112,-2.203
21,0.107,-0.518
22,3.457,-1.939
23,0.005,-0.569
24,2.615,-2.599
25,-0.107,-0.548
26,1.416,-2.366
27,-0.228,-0.558
28,0.787,-2.528
29,-0.310,-0.487
30,-2.015,-1.157
31,-0.360,-0.386
32,-2.411,-1.533
33,-0.401,-0.325
34,-3.061,-0.416
35,-0.421,-0.264
36,-3.295,-0.477
37,-0.401,-0.142
38,-3.823,-0.254
39,-0.401,-0.051
40,-3.772,-0.366
41,-0.381,0.051
42,-3.904,1.371
43,-0.340,0.193
44,-3.610,1.614
45,-0.269,0.406
46,-4.168,1.878
47,-0.188,0.548
48,-3.264,2.498
49,-0.025,0.640
50,-0.828,3.879
