 ,X,Y
1,-0.022,0.603
2,-0.186,4.659
3,0.055,0.581
4,1.743,4.221
5,0.099,0.493
6,4.045,3.201
7,0.186,0.384
8,4.769,2.620
9,0.274,0.252
10,5.449,2.258
11,0.329,0.066
12,6.688,-1.009
13,0.362,-0.033
14,6.578,-1.612
15,0.329,-0.164
16,5.723,-2.533
17,0.296,-0.241
18,5.536,-1.228
19,0.197,-0.307
20,4.890,-2.697
21,0.121,-0.373
22,3.881,-4.100
23,0.055,-0.449
24,3.530,-4.363
25,-0.033,-0.428
26,-0.285,-5.701
27,-0.110,-0.417
28,-4.429,-2.982
29,-0.186,-0.406
30,-5.690,-1.085
31,-0.230,-0.318
32,-5.569,-0.932
33,-0.318,-0.219
34,-5.547,-1.009
35,-0.318,-0.088
36,-5.800,-0.789
37,-0.296,0.055
38,-6.227,1.984
39,-0.263,0.230
40,-5.701,2.785
41,-0.143,0.351
42,-5.076,2.686
43,-0.153,0.526
44,-4.725,2.543
45,-0.066,0.587
46,-2.807,4.172
