 ,X,Y
1,0.000,0.630
2,-0.525,4.573
3,0.093,0.583
4,0.327,4.421
5,0.105,0.502
6,4.491,3.057
7,0.152,0.315
8,3.512,2.753
9,0.233,0.187
10,5.670,2.252
11,0.315,0.082
12,6.253,-1.213
13,0.350,-0.035
14,6.346,-2.228
15,0.362,-0.163
16,5.716,-2.123
17,0.315,-0.268
18,5.145,-2.835
19,0.280,-0.385
20,5.203,-2.485
21,0.229,-0.439
22,4.281,-2.158
23,0.159,-0.463
24,5.106,-2.520
25,0.089,-0.436
26,4.243,-2.847
27,0.019,-0.436
28,4.701,-3.391
29,-0.066,-0.455
30,-4.491,-1.940
31,-0.128,-0.401
32,-4.717,-1.738
33,-0.136,-0.299
34,-4.857,-1.559
35,-0.245,-0.183
36,-5.646,-0.836
37,-0.264,-0.051
38,-5.483,-1.202
39,-0.288,0.051
40,-6.066,0.338
41,-0.241,0.183
42,-6.168,2.329
43,-0.179,0.362
44,-5.538,1.583
45,-0.124,0.478
46,-4.783,2.555
47,-0.054,0.591
48,-2.652,3.982
