 ,X,Y
1,-0.064,0.641
2,0.333,5.370
3,0.038,0.590
4,1.551,5.357
5,0.115,0.500
6,4.370,3.857
7,0.218,0.410
8,5.113,2.922
9,0.282,0.282
10,6.433,1.512
11,0.346,0.090
12,6.792,0.333
13,0.372,-0.026
14,6.472,-1.448
15,0.359,-0.167
16,5.434,-2.102
17,0.308,-0.269
18,5.869,-1.922
19,0.252,-0.380
20,5.036,-1.713
21,0.184,-0.449
22,5.079,-1.807
23,0.090,-0.457
24,3.883,-3.789
25,0.021,-0.457
26,3.695,-4.430
27,-0.077,-0.440
28,-0.683,-5.771
29,-0.154,-0.402
30,-5.092,-1.880
31,-0.214,-0.308
32,-5.895,-1.914
33,-0.282,-0.205
34,-6.339,-1.136
35,-0.316,-0.077
36,-6.997,-0.179
37,-0.342,0.060
38,-6.809,1.786
39,-0.265,0.222
40,-6.758,1.059
41,-0.188,0.419
42,-5.852,2.965
43,-0.128,0.496
44,-3.007,4.913
45,-0.111,0.568
46,-1.076,5.353
