 ,X,Y
1,0.046,0.604
2,0.033,4.244
3,0.151,0.552
4,2.832,3.587
5,0.256,0.486
6,3.397,2.523
7,0.348,0.355
8,3.515,2.483
9,0.388,0.263
10,3.646,1.248
11,0.466,0.145
12,3.948,1.156
13,0.480,0.013
14,3.791,-0.381
15,0.519,-0.145
16,3.870,-0.131
17,0.532,-0.263
18,3.331,-0.434
19,0.506,-0.407
20,2.726,-1.958
21,0.388,-0.499
22,2.582,-1.971
23,0.296,-0.591
24,2.257,-1.991
25,0.207,-0.631
26,1.498,-2.286
27,0.099,-0.641
28,1.715,-2.493
29,-0.049,-0.631
30,0.296,-2.552
31,-0.158,-0.611
32,-0.414,-2.740
33,-0.286,-0.591
34,-1.360,-2.454
35,-0.374,-0.532
36,-2.414,-2.198
37,-0.453,-0.473
38,-2.799,-1.932
39,-0.542,-0.394
40,-3.735,-1.656
41,-0.572,-0.227
42,-3.518,-0.286
43,-0.621,-0.079
44,-3.420,0.000
45,-0.611,0.089
46,-3.725,0.246
47,-0.552,0.217
48,-4.011,1.064
49,-0.493,0.384
50,-3.893,1.665
51,-0.394,0.503
52,-2.848,2.651
53,-0.296,0.601
54,-2.444,3.094
55,-0.187,0.680
56,-1.321,3.893
57,-0.059,0.719
58,-0.779,3.834
