 ,X,Y
1,-0.118,0.483
2,-0.099,3.796
3,-0.010,0.454
4,1.006,3.136
5,0.138,0.414
6,1.726,2.840
7,0.168,0.335
8,2.603,2.140
9,0.217,0.266
10,3.067,1.903
11,0.286,0.177
12,3.264,1.341
13,0.375,0.049
14,3.165,1.223
15,0.463,-0.069
16,3.363,0.809
17,0.542,-0.158
18,3.422,0.118
19,0.582,-0.227
20,3.402,-0.168
21,0.503,-0.385
22,3.086,-0.158
23,0.444,-0.493
24,2.564,-1.666
25,0.355,-0.552
26,2.564,-2.021
27,0.266,-0.582
28,2.130,-2.229
29,0.177,-0.602
30,1.765,-2.327
31,0.059,-0.631
32,1.617,-2.061
33,-0.049,-0.641
34,0.661,-2.514
35,-0.168,-0.602
36,0.010,-2.455
37,-0.266,-0.542
38,-2.278,-1.647
39,-0.375,-0.493
40,-2.337,-1.874
41,-0.394,-0.385
42,-3.096,-0.976
43,-0.483,-0.266
44,-3.155,-0.562
45,-0.513,-0.128
46,-3.353,0.158
47,-0.542,-0.010
48,-3.363,0.325
49,-0.552,0.089
50,-3.540,0.611
51,-0.513,0.227
52,-3.451,1.755
53,-0.375,0.424
54,-3.244,2.090
55,-0.256,0.503
56,-2.850,1.903
