 ,X,Y
1,-0.036,0.776
2,-0.499,4.087
3,0.027,0.758
4,0.989,3.897
5,0.109,0.721
6,1.152,4.360
7,0.172,0.649
8,2.178,4.051
9,0.209,0.549
10,3.538,2.119
11,0.327,0.395
12,3.602,1.384
13,0.372,0.277
14,4.192,0.240
15,0.327,0.141
16,4.301,-0.041
17,0.327,0.005
18,4.010,-0.277
19,0.281,-0.150
20,3.874,-0.621
21,0.245,-0.259
22,3.511,-0.921
23,0.227,-0.349
24,3.030,-1.393
25,0.163,-0.431
26,2.223,-1.692
27,0.082,-0.494
28,2.531,-1.955
29,0.009,-0.531
30,1.189,-2.717
31,-0.145,-0.494
32,-0.962,-2.745
33,-0.218,-0.467
34,-1.461,-2.463
35,-0.327,-0.340
36,-2.432,-1.583
37,-0.363,-0.195
38,-2.813,-0.903
39,-0.372,-0.050
40,-3.312,-0.059
41,-0.372,0.050
42,-4.591,0.730
43,-0.318,0.204
44,-4.065,1.511
45,-0.327,0.377
46,-4.872,0.667
47,-0.318,0.504
48,-3.847,2.155
49,-0.254,0.640
50,-3.021,2.336
51,-0.172,0.767
52,-2.767,2.953
