 ,X,Y
1,-0.104,0.783
2,0.183,3.783
3,-0.039,0.770
4,0.865,4.101
5,0.022,0.700
6,2.040,4.292
7,0.057,0.604
8,3.822,2.500
9,0.100,0.535
10,4.510,1.831
11,0.170,0.378
12,5.031,1.248
13,0.213,0.257
14,5.440,1.092
15,0.257,0.109
16,5.057,0.561
17,0.265,-0.035
18,4.336,1.165
19,0.265,-0.122
20,3.649,-1.252
21,0.222,-0.230
22,3.101,-1.761
23,0.126,-0.317
24,2.683,-1.700
25,0.100,-0.396
26,3.170,-1.387
27,0.004,-0.465
28,1.570,-2.770
29,-0.083,-0.457
30,0.813,-2.631
31,-0.152,-0.422
32,-2.387,-2.353
33,-0.239,-0.370
34,-2.709,-2.666
35,-0.283,-0.309
36,-3.666,-1.622
37,-0.317,-0.239
38,-3.762,-1.465
39,-0.291,-0.152
40,-4.362,-1.231
41,-0.309,-0.013
42,-4.805,0.126
43,-0.230,0.135
44,-5.275,0.509
45,-0.204,0.274
46,-5.005,0.813
47,-0.178,0.413
48,-4.449,1.961
49,-0.117,0.535
50,-3.431,2.840
51,-0.117,0.622
52,-2.335,3.405
