 ,X,Y
1,0.005,0.872
2,0.359,4.504
3,0.101,0.863
4,1.231,4.629
5,0.168,0.795
6,2.295,4.341
7,0.216,0.700
8,3.273,4.274
9,0.235,0.556
10,5.228,2.185
11,0.244,0.422
12,5.573,1.313
13,0.292,0.249
14,5.649,0.949
15,0.331,0.096
16,5.343,0.795
17,0.379,-0.058
18,5.161,-0.029
19,0.359,-0.220
20,4.892,-0.613
21,0.311,-0.307
22,4.461,-2.262
23,0.264,-0.431
24,3.407,-2.961
25,0.177,-0.460
26,2.813,-2.913
27,0.053,-0.460
28,0.072,-3.124
29,-0.034,-0.450
30,-2.813,-2.080
31,-0.149,-0.441
32,-2.688,-1.754
33,-0.225,-0.403
34,-3.187,-2.089
35,-0.283,-0.326
36,-3.867,-1.687
37,-0.311,-0.225
38,-5.017,-0.292
39,-0.292,-0.091
40,-4.998,0.398
41,-0.292,0.062
42,-4.509,0.800
43,-0.187,0.187
44,-3.819,2.937
45,-0.120,0.388
46,-3.560,2.995
47,-0.072,0.561
48,-2.420,3.599
49,0.005,0.676
50,-1.730,3.733
