 ,X,Y
1,-0.146,0.861
2,-0.109,4.247
3,-0.061,0.861
4,0.388,4.089
5,0.024,0.813
6,2.172,3.155
7,0.073,0.728
8,3.276,2.742
9,0.049,0.546
10,4.356,1.577
11,0.146,0.437
12,4.283,1.820
13,0.206,0.279
14,4.562,1.929
15,0.267,0.133
16,4.962,0.315
17,0.279,-0.012
18,4.574,-0.024
19,0.291,-0.121
20,4.550,-0.607
21,0.255,-0.255
22,3.992,-0.825
23,0.170,-0.279
24,3.373,-1.128
25,0.089,-0.352
26,2.742,-1.953
27,0.008,-0.368
28,2.273,-1.929
29,-0.065,-0.408
30,1.351,-2.479
31,-0.138,-0.417
32,-0.477,-2.673
33,-0.210,-0.408
34,-0.744,-2.576
35,-0.275,-0.392
36,-3.155,-2.059
37,-0.315,-0.279
38,-3.858,-1.881
39,-0.324,-0.194
40,-4.416,-0.946
41,-0.307,-0.081
42,-5.193,0.154
43,-0.299,0.057
44,-4.198,-0.493
45,-0.267,0.178
46,-4.319,1.674
47,-0.235,0.291
48,-4.166,1.957
49,-0.162,0.396
50,-3.818,2.346
51,-0.146,0.599
52,-2.815,2.580
53,-0.162,0.760
54,-1.949,3.494
