 ,X,Y
1,-0.063,0.845
2,0.871,4.164
3,0.050,0.757
4,1.804,4.025
5,0.088,0.631
6,4.442,2.196
7,0.101,0.492
8,4.517,1.905
9,0.240,0.366
10,5.035,1.893
11,0.278,0.240
12,4.984,1.060
13,0.328,0.050
14,4.555,0.984
15,0.366,-0.063
16,4.353,-0.568
17,0.315,-0.227
18,4.391,-0.391
19,0.315,-0.341
20,3.722,-1.274
21,0.227,-0.454
22,3.154,-1.943
23,0.139,-0.530
24,2.688,-2.423
25,0.038,-0.580
26,-2.574,-1.779
27,-0.101,-0.568
28,-2.372,-1.729
29,-0.202,-0.479
30,-3.104,-2.158
31,-0.252,-0.379
32,-4.151,-1.161
33,-0.341,-0.315
34,-4.025,-0.997
35,-0.379,-0.177
36,-4.833,-0.833
37,-0.379,-0.025
38,-5.300,0.328
39,-0.366,0.114
40,-4.871,0.883
41,-0.303,0.265
42,-4.795,1.539
43,-0.252,0.379
44,-4.050,2.625
45,-0.139,0.492
46,-3.382,2.877
47,-0.177,0.631
48,-2.397,3.975
49,-0.076,0.707
50,-1.804,3.773
