 ,X,Y
1,-0.089,0.723
2,-0.545,4.335
3,0.000,0.700
4,0.623,4.024
5,0.100,0.656
6,1.512,3.724
7,0.178,0.578
8,3.235,2.990
9,0.222,0.400
10,4.213,1.567
11,0.289,0.267
12,4.713,1.056
13,0.322,0.145
14,4.769,0.856
15,0.333,-0.033
16,4.791,0.011
17,0.356,-0.200
18,4.391,-1.134
19,0.300,-0.345
20,3.657,-2.012
21,0.256,-0.422
22,2.346,-3.090
23,0.100,-0.489
24,1.590,-3.179
25,0.000,-0.478
26,0.600,-3.290
27,-0.111,-0.478
28,-0.200,-3.268
29,-0.200,-0.478
30,-2.145,-3.157
31,-0.278,-0.389
32,-1.423,-3.113
33,-0.356,-0.311
34,-3.357,-1.879
35,-0.356,-0.233
36,-3.657,-1.234
37,-0.356,-0.145
38,-4.235,-0.489
39,-0.378,0.000
40,-4.624,-0.222
41,-0.356,0.089
42,-4.547,1.156
43,-0.345,0.233
44,-4.580,1.756
45,-0.333,0.400
46,-3.846,2.412
47,-0.267,0.556
48,-3.024,3.201
49,-0.189,0.689
50,-2.446,3.646
