 ,X,Y
1,-0.055,0.804
2,0.804,4.165
3,0.055,0.782
4,1.576,4.407
5,0.154,0.672
6,2.931,3.217
7,0.198,0.529
8,3.835,2.589
9,0.264,0.342
10,4.749,1.983
11,0.331,0.198
12,4.925,0.804
13,0.375,0.000
14,4.793,-0.353
15,0.353,-0.176
16,3.812,-1.267
17,0.342,-0.331
18,3.548,-1.774
19,0.309,-0.474
20,2.391,-2.314
21,0.220,-0.551
22,1.741,-2.523
23,0.099,-0.573
24,1.399,-2.689
25,-0.033,-0.562
26,-1.102,-2.689
27,-0.187,-0.529
28,-1.983,-2.402
29,-0.253,-0.375
30,-3.361,-2.027
31,-0.342,-0.286
32,-4.198,-1.697
33,-0.364,-0.154
34,-4.617,-0.661
35,-0.452,0.011
36,-4.683,1.223
37,-0.364,0.231
38,-4.826,1.399
39,-0.320,0.419
40,-4.639,2.038
41,-0.242,0.540
42,-3.394,3.449
43,-0.154,0.661
44,-2.876,3.548
45,-0.132,0.760
46,-1.146,4.286
