 ,X,Y
1,0.108,0.455
2,0.574,3.617
3,0.188,0.469
4,0.375,3.025
5,0.238,0.426
6,2.440,2.808
7,0.267,0.347
8,3.624,0.946
9,0.310,0.224
10,3.263,1.985
11,0.310,0.137
12,3.898,0.585
13,0.332,0.000
14,3.718,-0.614
15,0.339,-0.101
16,3.169,-1.415
17,0.361,-0.202
18,2.678,-1.790
19,0.285,-0.328
20,2.913,-1.527
21,0.300,-0.430
22,2.054,-1.909
23,0.242,-0.487
24,-0.076,-2.538
25,0.105,-0.523
26,0.061,-2.588
27,0.011,-0.466
28,0.213,-2.559
29,-0.076,-0.430
30,0.119,-2.473
31,-0.162,-0.451
32,-2.436,-1.924
33,-0.227,-0.343
34,-2.761,-1.534
35,-0.235,-0.220
36,-3.108,-1.549
37,-0.278,-0.134
38,-3.476,-0.906
39,-0.235,-0.032
40,-3.671,-0.892
41,-0.227,0.097
42,-3.931,-0.733
43,-0.155,0.227
44,-3.231,0.726
45,-0.126,0.343
46,-2.898,1.621
47,-0.047,0.401
48,-1.844,2.870
49,-0.004,0.458
50,-1.014,3.245
