 ,X,Y
1,-0.014,1.042
2,0.333,5.473
3,0.261,0.970
4,1.520,5.184
5,0.463,0.796
6,4.431,2.013
7,0.565,0.565
8,5.401,0.709
9,0.565,0.304
10,6.139,0.000
11,0.666,0.101
12,6.472,-0.333
13,0.652,-0.159
14,6.081,-0.927
15,0.579,-0.347
16,5.661,-1.433
17,0.594,-0.550
18,4.865,-2.418
19,0.478,-0.695
20,4.271,-2.259
21,0.362,-0.782
22,3.765,-2.635
23,0.217,-0.883
24,3.345,-2.751
25,0.058,-0.883
26,1.665,-4.040
27,-0.101,-0.912
28,-3.055,-2.505
29,-0.275,-0.927
30,-3.185,-2.505
31,-0.362,-0.825
32,-3.330,-2.432
33,-0.449,-0.695
34,-4.720,-1.404
35,-0.594,-0.579
36,-5.097,-1.404
37,-0.666,-0.434
38,-5.415,-1.216
39,-0.709,-0.261
40,-5.864,0.319
41,-0.695,-0.087
42,-6.110,0.941
43,-0.623,0.159
44,-6.212,1.187
45,-0.579,0.420
46,-5.502,2.577
47,-0.507,0.666
48,-3.953,4.155
49,-0.347,0.869
50,-2.852,4.662
51,-0.145,0.999
52,-1.665,4.807
