 ,X,Y
1,-0.141,0.831
2,-0.407,5.501
3,0.016,0.815
4,0.455,5.360
5,0.235,0.799
6,1.646,5.548
7,0.486,0.643
8,3.683,4.153
9,0.611,0.360
10,5.971,2.241
11,0.721,0.172
12,6.567,-0.251
13,0.815,-0.078
14,6.457,-1.285
15,0.737,-0.219
16,6.050,-1.677
17,0.658,-0.407
18,5.172,-2.429
19,0.517,-0.502
20,5.047,-2.555
21,0.423,-0.627
22,4.764,-2.398
23,0.329,-0.784
24,4.702,-2.194
25,0.204,-0.862
26,3.902,-3.213
27,0.078,-0.909
28,1.426,-4.843
29,-0.157,-0.831
30,-1.395,-4.859
31,-0.329,-0.768
32,-4.435,-3.072
33,-0.470,-0.674
34,-4.733,-2.727
35,-0.596,-0.549
36,-5.689,-0.282
37,-0.752,-0.392
38,-5.642,-0.016
39,-0.815,-0.172
40,-6.473,1.379
41,-0.768,0.110
42,-6.724,1.614
43,-0.658,0.329
44,-6.112,3.213
45,-0.549,0.486
46,-3.354,4.623
47,-0.345,0.737
48,-1.990,5.344
