 ,X,Y
1,-0.165,0.977
2,0.081,4.561
3,0.004,0.961
4,0.327,4.576
5,0.204,0.854
6,1.234,4.253
7,0.358,0.731
8,2.634,4.315
9,0.481,0.485
10,5.957,1.608
11,0.511,0.300
12,6.418,1.408
13,0.496,0.100
14,6.572,1.069
15,0.635,-0.146
16,6.357,0.500
17,0.604,-0.300
18,5.449,-0.177
19,0.558,-0.454
20,5.434,-1.315
21,0.496,-0.592
22,3.988,-2.900
23,0.404,-0.746
24,2.388,-3.930
25,0.296,-0.838
26,2.742,-2.946
27,0.112,-0.808
28,-1.442,-4.161
29,-0.073,-0.700
30,-2.104,-4.023
31,-0.273,-0.685
32,-4.011,-2.730
33,-0.427,-0.638
34,-4.703,-2.423
35,-0.550,-0.515
36,-4.934,-2.269
37,-0.596,-0.331
38,-5.657,-1.161
39,-0.581,-0.115
40,-6.472,-0.823
41,-0.535,0.069
42,-6.442,0.023
43,-0.519,0.331
44,-5.426,1.807
45,-0.427,0.500
46,-3.919,3.469
47,-0.335,0.731
48,-3.427,3.300
49,-0.288,0.946
50,-1.242,4.638
