 ,X,Y
1,0.033,0.842
2,0.299,4.107
3,0.225,0.783
4,1.156,4.152
5,0.358,0.694
6,3.121,3.295
7,0.403,0.488
8,3.579,3.073
9,0.417,0.251
10,5.751,1.315
11,0.491,0.089
12,6.032,0.872
13,0.580,-0.089
14,5.529,0.724
15,0.550,-0.251
16,5.529,0.428
17,0.491,-0.384
18,5.515,0.236
19,0.447,-0.532
20,4.613,-2.261
21,0.329,-0.665
22,4.466,-2.231
23,0.255,-0.768
24,4.333,-2.231
25,0.137,-0.827
26,-1.459,-4.211
27,-0.026,-0.739
28,-1.755,-4.314
29,-0.174,-0.724
30,-4.311,-2.394
31,-0.336,-0.621
32,-4.251,-1.699
33,-0.454,-0.488
34,-4.990,-0.517
35,-0.469,-0.355
36,-5.271,0.059
37,-0.484,-0.192
38,-5.330,-0.059
39,-0.469,-0.044
40,-5.094,0.458
41,-0.366,0.089
42,-5.419,0.886
43,-0.351,0.295
44,-3.897,2.822
45,-0.366,0.517
46,-3.365,3.162
47,-0.277,0.709
48,-1.814,4.211
49,-0.144,0.857
50,-0.735,3.827
