,Id,n_cen_spin
981,CC044_P04_A1,4
982,CC044_P04_A10,4
983,CC044_P04_A2,4
984,CC044_P04_A3,4
985,CC044_P04_A4,4
986,CC044_P04_A5,4
987,CC044_P04_A6,4
988,CC044_P04_A7,4
989,CC044_P04_A8,4
990,CC044_P04_A9,4
991,CC044_P05_A1,4
992,CC044_P05_A10,4
993,CC044_P05_A2,4
994,CC044_P05_A3,4
995,CC044_P05_A4,4
996,CC044_P05_A5,4
997,CC044_P05_A6,4
998,CC044_P05_A7,4
999,CC044_P05_A8,4
1000,CC044_P05_A9,4
1001,CC045_P01_A1,2
1002,CC045_P01_A10,2
1003,CC045_P01_A2,2
1004,CC045_P01_A3,2
1005,CC045_P01_A4,2
1006,CC045_P01_A5,2
1007,CC045_P01_A6,2
1008,CC045_P01_A7,2
1009,CC045_P01_A8,2
1010,CC045_P01_A9,2
1011,CC045_P02_A1,2
1012,CC045_P02_A10,2
1013,CC045_P02_A2,2
1014,CC045_P02_A3,2
1015,CC045_P02_A4,2
1016,CC045_P02_A5,2
1017,CC045_P02_A6,2
1018,CC045_P02_A7,2
1019,CC045_P02_A8,2
1020,CC045_P02_A9,2
1021,CC045_P04_A1,2
1022,CC045_P04_A10,2
1023,CC045_P04_A2,2
1024,CC045_P04_A3,2
1025,CC045_P04_A4,2
1026,CC045_P04_A5,2
1027,CC045_P04_A6,2
1028,CC045_P04_A7,2
1029,CC045_P04_A8,2
1030,CC045_P04_A9,2
1031,CC045_P05_A1,2
1032,CC045_P05_A10,2
1033,CC045_P05_A2,2
1034,CC045_P05_A3,2
1035,CC045_P05_A4,2
1036,CC045_P05_A5,2
1037,CC045_P05_A6,2
1038,CC045_P05_A7,2
1039,CC045_P05_A8,2
1040,CC045_P05_A9,2
1041,CC045_P06_A1,2
1042,CC045_P06_A10,2
1043,CC045_P06_A2,2
1044,CC045_P06_A3,2
1045,CC045_P06_A4,2
1046,CC045_P06_A5,2
1047,CC045_P06_A6,2
1048,CC045_P06_A7,2
1049,CC045_P06_A8,2
1050,CC045_P06_A9,2
1051,CC046_P01_A1,2
1052,CC046_P01_A10,2
1053,CC046_P01_A2,2
1054,CC046_P01_A3,2
1055,CC046_P01_A4,2
1056,CC046_P01_A5,2
1057,CC046_P01_A6,2
1058,CC046_P01_A7,2
1059,CC046_P01_A8,2
1060,CC046_P01_A9,2
1061,CC046_P02_A1,2
1062,CC046_P02_A10,1
1063,CC046_P02_A2,2
1064,CC046_P02_A3,2
1065,CC046_P02_A4,1
1066,CC046_P02_A5,2
1067,CC046_P02_A6,2
1068,CC046_P02_A7,1
1069,CC046_P02_A8,2
1070,CC046_P02_A9,2
1071,CC046_P03_A1,2
1072,CC046_P03_A10,2
1073,CC046_P03_A2,1
1074,CC046_P03_A3,2
1075,CC046_P03_A4,2
1076,CC046_P03_A5,1
1077,CC046_P03_A6,1
1078,CC046_P03_A7,2
1079,CC046_P03_A8,2
1080,CC046_P03_A9,2
1081,CC046_P04_A1,2
1082,CC046_P04_A10,2
1083,CC046_P04_A2,2
1084,CC046_P04_A3,1
1085,CC046_P04_A4,2
1086,CC046_P04_A5,2
1087,CC046_P04_A6,1
1088,CC046_P04_A7,2
1089,CC046_P04_A8,2
1090,CC046_P04_A9,1
1091,CC046_P05_A1,2
1092,CC046_P05_A10,2
1093,CC046_P05_A2,2
1094,CC046_P05_A3,2
1095,CC046_P05_A4,2
1096,CC046_P05_A5,1
1097,CC046_P05_A6,1
1098,CC046_P05_A7,2
1099,CC046_P05_A8,2
1100,CC046_P05_A9,2
1101,CC047_P01_A1,2
1102,CC047_P01_A10,1
1103,CC047_P01_A2,2
1104,CC047_P01_A3,2
1105,CC047_P01_A4,1
1106,CC047_P01_A5,2
1107,CC047_P01_A6,2
1108,CC047_P01_A7,2
1109,CC047_P01_A8,2
1110,CC047_P01_A9,2
1111,CC047_P02_A1,2
1112,CC047_P02_A10,2
1113,CC047_P02_A2,2
1114,CC047_P02_A3,2
1115,CC047_P02_A4,2
1116,CC047_P02_A5,2
1117,CC047_P02_A6,2
1118,CC047_P02_A7,2
1119,CC047_P02_A8,2
1120,CC047_P02_A9,2
1121,CC047_P03_A1,2
1122,CC047_P03_A10,2
1123,CC047_P03_A2,2
1124,CC047_P03_A3,2
1125,CC047_P03_A4,2
1126,CC047_P03_A5,2
1127,CC047_P03_A6,2
1128,CC047_P03_A7,2
1129,CC047_P03_A8,2
1130,CC047_P03_A9,2
1131,CC047_P04_A1,2
1132,CC047_P04_A10,1
1133,CC047_P04_A2,2
1134,CC047_P04_A3,1
1135,CC047_P04_A4,2
1136,CC047_P04_A5,2
1137,CC047_P04_A6,1
1138,CC047_P04_A7,1
1139,CC047_P04_A8,2
1140,CC047_P04_A9,2
1141,CC047_P05_A1,2
1142,CC047_P05_A10,1
1143,CC047_P05_A2,2
1144,CC047_P05_A3,1
1145,CC047_P05_A4,1
1146,CC047_P05_A5,2
1147,CC047_P05_A6,1
1148,CC047_P05_A7,1
1149,CC047_P05_A8,2
1150,CC047_P05_A9,2
