"Localidad","Planta","Areola","X_1","Y_1","X_2","Y_2","Num_esp","long_esp","dist_are","posicion"
"CC027","P05","A03",-0.092,0.136,5.676,5.13,"1",7.62953864922382,0.16419500601419,"sup"
"CC027","P05","A03",-0.078,-0.204,5.649,-4.927,"2",7.42329158796824,0.218403296678416,"inf"
"CC027","P05","A04",-0.024,0.238,6.548,5.09,"1",8.16903225602641,0.239207023308263,"sup"
"CC027","P05","A04",-0.01,-0.224,6.674,-4.153,"2",7.75325073759388,0.224223103180738,"inf"
"CC027","P05","A05",-0.016,0.22,5.529,5.269,"1",7.49929503353482,0.220581050863396,"sup"
"CC027","P05","A05",-0.032,-0.309,6.203,-3.129,"2",6.84307131337969,0.310652539020688,"inf"
"CC027","P05","A06",0.06,0.3,6.8,5.462,"1",8.48963155855424,0.305941170815567,"sup"
"CC027","P05","A06",-0.129,-0.266,7.692,-4.588,"2",8.93575542413735,0.295629836112663,"inf"
"CC027","P05","A07",0.03,0.215,5.225,6.109,"1",7.85666984160592,0.217082933460924,"sup"
"CC027","P05","A07",-0.059,-0.319,7.704,-1.566,"2",7.86251728138005,0.324410234117236,"inf"
"CC027","P05","A08",-0.025,0.199,5.817,5.089,"1",7.61846861252312,0.200564204184097,"sup"
"CC027","P05","A08",-0.011,-0.27,7.125,-3.085,"2",7.67116164606118,0.270223981171176,"inf"
"CC027","P05","A09",0.041,0.177,5.332,6.409,"1",8.17511498390084,0.181686543255135,"sup"
"CC027","P05","A09",-0.055,-0.327,7.895,-2.564,"2",8.25873289312592,0.331593124174793,"inf"
"CC027","P05","A10",0.055,0.113,6.076,6.069,"1",8.46914263665455,0.125674181914982,"sup"
"CC027","P05","A10",-0.01,-0.262,6.153,-4.043,"2",7.23038933944777,0.262190770241822,"inf"
"CC028","P01","A01",-0.132,0.191,4.33,2.768,"1",5.15270540590087,0.232174503337468,"sup"
"CC028","P01","A01",-0.173,-0.225,3.512,-3.606,"2",5.0010384921534,0.28382036572452,"inf"
"CC028","P01","A02",-0.066,0.042,4.46,2.754,"1",5.27632637352922,0.0782304288624318,"sup"
"CC028","P01","A02",-0.093,-0.304,3.339,-4.097,"2",5.1152197411255,0.317907219169367,"inf"
"CC028","P01","A03",0.003,0.239,4.222,2.355,"1",4.71989586749538,0.239018827710287,"sup"
"CC028","P01","A03",-0.035,-0.302,2.9,-3.438,"2",4.29519743434455,0.304021380827073,"inf"
"CC028","P01","A04",0.007,0.13,4.39,2.466,"1",4.96664725946991,0.130188325129406,"sup"
"CC028","P01","A04",0.02,-0.117,3.085,-3.692,"2",4.70901794432767,0.118697093477473,"inf"
"CC028","P01","A05",-0.035,0.242,3.671,2.484,"1",4.33139700327735,0.244517893005808,"sup"
"CC028","P01","A05",-0.099,-0.089,3.238,-2.929,"2",4.38191385127549,0.13312400234368,"inf"
"CC028","P01","A06",0.043,0.266,4.371,4.089,"1",5.77467860577539,0.269453149916641,"sup"
"CC028","P01","A06",-0.023,-0.239,4.623,-3.505,"2",5.67909077229797,0.240104144070859,"inf"
"CC028","P01","A07",-0.118,0.278,4.926,2.848,"1",5.66099249248752,0.302006622443946,"sup"
"CC028","P01","A07",-0.069,-0.181,4.25,-4.308,"2",5.97376681834837,0.193705962737341,"inf"
"CC028","P01","A08",-0.045,0.293,4.744,3.12,"1",5.56115545547865,0.296435490452813,"sup"
"CC028","P01","A08",-0.019,-0.191,3.853,-4.343,"2",5.67727822111969,0.191942699783034,"inf"
"CC028","P01","A09",-0.02,0.286,5.038,4.014,"1",6.28341849632825,0.286698447850699,"sup"
"CC028","P01","A09",-0.046,-0.267,4.708,-4.323,"2",6.24913209973993,0.270933571194121,"inf"
"CC028","P01","A10",-0.124,0.268,5.338,3.309,"1",6.25148982243433,0.295296461204668,"sup"
"CC028","P01","A10",-0.083,-0.255,4.278,-4.547,"2",6.118789504469,0.268167857880097,"inf"
"CC028","P02","A01",-0.103,0.194,6.398,3.172,"1",7.15062829407319,0.219647444783681,"sup"
"CC028","P02","A01",-0.103,-0.206,5.647,-3.668,"2",6.71177651594568,0.230315001682478,"inf"
"CC028","P02","A02",-0.107,0.179,8.698,2.82,"1",9.19254621962816,0.208542561603141,"sup"
"CC028","P02","A02",-0.093,-0.22,7.597,-6.328,"2",9.82057859802568,0.238849324889144,"inf"
"CC028","P02","A03",-0.012,0.202,7.08,2.166,"1",7.358923834366,0.20235612172603,"sup"
"CC028","P02","A03",-0.061,-0.153,6.994,-4.62,"2",8.35027628285436,0.164711869639076,"inf"
"CC028","P02","A04",0.048,0.199,7.96,1.53,"1",8.02317300075226,0.204707107839469,"sup"
"CC028","P02","A04",0.036,-0.276,7.568,-5.123,"2",8.95680930912342,0.278337924113837,"inf"
"CC028","P02","A05",-0.006,0.234,6.656,2.013,"1",6.89543943487288,0.234076910437574,"sup"
"CC028","P02","A05",0.029,-0.188,6.496,-4.055,"2",7.53497033836232,0.190223552695243,"inf"
"CC028","P02","A06",0.013,0.187,6.095,2.544,"1",6.52274275132785,0.187451327015842,"sup"
"CC028","P02","A06",-0.013,-0.117,6.5,-3.019,"2",7.13027159370525,0.117720006795786,"inf"
"CC028","P02","A07",-0.072,0.184,6.852,3.032,"1",7.48684713347348,0.197585424563655,"sup"
"CC028","P02","A07",-0.029,-0.119,7.878,-4.21,"2",8.90263612645153,0.122482651832821,"inf"
"CC028","P02","A08",-0.092,0.123,6.15,3.275,"1",6.99268675117083,0.153600130208278,"sup"
"CC028","P02","A08",-0.043,-0.172,6.618,-3.435,"2",7.41728319534855,0.177293541901559,"inf"
"CC028","P02","A09",-0.072,0.118,5.708,2.796,"1",6.37024991660453,0.13823168956502,"sup"
"CC028","P02","A09",-0.036,-0.196,7.204,-2.923,"2",7.7365450299213,0.199278699313298,"inf"
"CC028","P02","A10",0,0.188,5.605,2.911,"1",6.23143274055012,0.188,"sup"
"CC028","P02","A10",-0.024,-0.163,7.324,-3.057,"2",7.89736285097753,0.164757397406004,"inf"
"CC028","P03","A01",-0.03,0.275,4.331,2.357,"1",4.83249883600607,0.276631523872461,"sup"
"CC028","P03","A01",-0.008,-0.231,4.97,-2.17,"2",5.34230334219239,0.231138486626524,"inf"
"CC028","P03","A02",-0.006,0.213,5.025,2.178,"1",5.40112821547499,0.213084490284957,"sup"
"CC028","P03","A02",0.006,-0.288,5.525,-3.004,"2",6.15109884492194,0.288062493219787,"inf"
"CC028","P03","A03",-0.047,0.213,4.241,2.67,"1",4.94204340328978,0.218123818048374,"sup"
"CC028","P03","A03",0.041,-0.213,5.444,-1.755,"2",5.61873411009989,0.216910119634839,"inf"
"CC028","P03","A04",-0.067,0.128,4.297,2.395,"1",4.91770119059709,0.14447491131681,"sup"
"CC028","P03","A04",-0.055,-0.262,5.004,-2.651,"2",5.59471196756366,0.26771066471099,"inf"
"CC028","P03","A05",0.072,0.154,5.341,1.753,"1",5.50628386482208,0.17,"sup"
"CC028","P03","A05",0.046,-0.318,5.839,-2.952,"2",6.36371000282068,0.321309819333303,"inf"
"CC028","P03","A06",0.018,0.336,4.779,1.691,"1",4.95006525209517,0.336481797427439,"sup"
"CC028","P03","A06",0.006,-0.24,4.503,-2.255,"2",4.92780214700225,0.240074988284911,"inf"
"CC028","P03","A07",-0.012,0.255,4.284,2.484,"1",4.83984059654861,0.255282196794058,"sup"
"CC028","P03","A07",-0.062,-0.193,5.417,-2.434,"2",5.91958799241974,0.202714084365147,"inf"
"CC028","P03","A08",-0.081,0.234,4.447,2.162,"1",4.92137866862529,0.247622696859557,"sup"
"CC028","P03","A08",0.003,-0.198,4.854,-2.821,"2",5.51473752775234,0.198022725968511,"inf"
"CC028","P03","A09",-0.069,0.167,4.47,2.89,"1",5.29313234295157,0.180693109995927,"sup"
"CC028","P03","A09",0.015,-0.311,5.64,-2.365,"2",5.98828364391668,0.311361526203865,"inf"
"CC028","P03","A10",-0.052,0.271,5.047,2.569,"1",5.59290666827187,0.275943834864996,"sup"
"CC028","P03","A10",-0.013,-0.258,5.641,-2.879,"2",6.23196253197979,0.258327311757778,"inf"
"CC028","P04","A01",-0.011,0.24,5.586,3.583,"1",6.51936024468659,0.240251951084689,"sup"
"CC028","P04","A01",0,-0.08,3.903,-4.819,"2",6.13934279870411,0.08,"inf"
"CC028","P04","A02",0.019,0.19,5.541,4.469,"1",6.98586608803805,0.190947636801297,"sup"
"CC028","P04","A02",-0.019,-0.152,3.637,-4.342,"2",5.56079454754444,0.153182897217672,"inf"
"CC028","P04","A03",-0.041,0.119,4.8,5.165,"1",6.9926673737566,0.125865007051205,"sup"
"CC028","P04","A03",0.014,-0.222,4.514,-4.708,"2",6.35406924734064,0.222441003414389,"inf"
"CC028","P04","A04",-0.006,0.166,4.502,4.037,"1",5.94194454703172,0.166108398342769,"sup"
"CC028","P04","A04",-0.032,-0.267,4.158,-3.655,"2",5.38838046169719,0.268910765868531,"inf"
"CC028","P04","A05",0.051,0.28,4.731,5.191,"1",6.78382790170859,0.284606746230654,"sup"
"CC028","P04","A05",0.039,-0.183,5.747,-5.711,"2",7.94607123048869,0.187109593554152,"inf"
"CC028","P04","A06",0,0.264,4.228,5.198,"1",6.4977180609811,0.264,"sup"
"CC028","P04","A06",0.024,-0.132,4.947,-3.066,"2",5.73099336939068,0.134164078649987,"inf"
"CC028","P04","A07",-0.126,0.162,4.347,5.343,"1",6.84474177745224,0.205231576517845,"sup"
"CC028","P04","A07",-0.09,-0.21,5.139,-4.731,"2",6.9124439961565,0.228473193175917,"inf"
"CC028","P04","A08",-0.159,0.137,5.829,3.68,"1",6.9576571487822,0.209880918618154,"sup"
"CC028","P04","A08",-0.109,-0.262,5.081,-3.019,"2",5.87683154429323,0.283769272473254,"inf"
"CC028","P04","A09",-0.006,0.214,5.499,4.107,"1",6.74243828299526,0.214084095625995,"sup"
"CC028","P04","A09",-0.006,-0.157,4.142,-3.806,"2",5.52459093508289,0.157114607850448,"inf"
"CC028","P04","A10",0.019,0.189,4.877,3.393,"1",5.81943124368696,0.189952625672824,"sup"
"CC028","P04","A10",-0.006,-0.106,3.339,-4.681,"2",5.66742004795833,0.106169675519896,"inf"
"CC028","P05","A01",-0.111,0.249,5.071,4.434,"1",6.66088199865453,0.272620615508072,"sup"
"CC028","P05","A01",-0.111,-0.208,4.655,-4.808,"2",6.62380223134719,0.235764713220617,"inf"
"CC028","P05","A02",-0.063,0.196,5.431,3.575,"1",6.44993620123486,0.205876176377938,"sup"
"CC028","P05","A02",-0.076,-0.216,4.5,-4.527,"2",6.28685111959875,0.228980348501787,"inf"
"CC028","P05","A03",-0.079,0.298,5.64,3.656,"1",6.63197745774215,0.30829369114531,"sup"
"CC028","P05","A03",-0.131,-0.187,4.591,-4.896,"2",6.66873038891212,0.228319950946035,"inf"
"CC028","P05","A04",-0.08,0.234,6.312,3.218,"1",7.05421292562111,0.24729739181803,"sup"
"CC028","P05","A04",-0.051,-0.161,3.899,-5.544,"2",6.6767648603197,0.168884575968322,"inf"
"CC028","P05","A05",-0.096,0.244,5.386,3.071,"1",6.16800235084261,0.262206025865158,"sup"
"CC028","P05","A05",-0.059,-0.139,3.583,-4.88,"2",5.97839819684169,0.151003311221973,"inf"
"CC028","P05","A06",-0.07,0.251,3.957,3.358,"1",5.0862734885179,0.260578203232734,"sup"
"CC028","P05","A06",-0.021,-0.076,3.678,-3.328,"2",4.92525177021439,0.0788479549512858,"inf"
"CC028","P05","A07",0.033,0.312,4.642,3.358,"1",5.52458116059489,0.313740338496662,"sup"
"CC028","P05","A07",0.02,-0.24,4.327,-3.273,"2",5.26776404179231,0.240831891575846,"inf"
"CC028","P05","A08",-0.048,0.187,4.93,4.017,"1",6.28087446141061,0.193062166153807,"sup"
"CC028","P05","A08",0,-0.224,4.072,-4.96,"2",6.24586903481013,0.224,"inf"
"CC028","P05","A09",-0.047,0.195,4.221,4.186,"1",5.84327861735173,0.200584146930908,"sup"
"CC028","P05","A09",-0.009,-0.12,3.818,-4.438,"2",5.76983994578706,0.120337026720789,"inf"
"CC028","P05","A10",-0.088,0.149,5.124,5.556,"1",7.51003282283107,0.173046236595888,"sup"
"CC028","P05","A10",-0.1,-0.24,5.384,-4.57,"2",6.9873568679437,0.26,"inf"
"CC029","P01","A01",0.247,0.47,8.397,5.357,"1",9.50290844952218,0.530951033523808,"sup"
"CC029","P01","A02",0.083,0.238,7.373,4.717,"1",8.55602366756895,0.252057533114962,"sup"
"CC029","P01","A03",0.068,0.266,7.949,4.206,"1",8.81100226988962,0.274554184087586,"sup"
"CC029","P01","A04",0.087,0.087,7.366,3.539,"1",8.05606262388768,0.123036579926459,"sup"
"CC029","P01","A05",-0.029,0.178,6.42,3.36,"1",7.19129508503162,0.180346887968714,"sup"
"CC029","P01","A06",-0.011,0.291,9.244,3.462,"1",9.78316237215758,0.291207829565072,"sup"
"CC029","P01","A07",0.041,0.342,8.816,4.155,"1",9.56763262254566,0.344448835097464,"sup"
"CC029","P01","A08",0.029,0.351,9.233,4.149,"1",9.95682780809229,0.352195968176809,"sup"
"CC029","P01","A09",0.019,0.309,10.155,3.97,"1",10.7768927339934,0.309583591296438,"sup"
"CC029","P01","A10",0.08,0.246,9.768,4.547,"1",10.5998087246893,0.258681271065379,"sup"
"CC029","P02","A01",0.199,0.322,6.891,5.345,"1",8.36740061189854,0.378530051647158,"sup"
"CC029","P02","A01",0.091,-0.349,7.906,-3.776,"2",8.53337881498296,0.360668823160528,"inf"
"CC029","P02","A02",0.258,0.408,7.039,7.127,"1",9.54604221654189,0.482729738052256,"sup"
"CC029","P02","A02",0.031,-0.336,9.168,-2.507,"2",9.39137955787114,0.337427029148526,"inf"
"CC029","P02","A03",0.111,0.337,7.249,4.83,"1",8.43434010459621,0.354809808207158,"sup"
"CC029","P02","A03",0.04,-0.32,7.231,-4.457,"2",8.29609848061123,0.322490309931942,"inf"
"CC029","P02","A04",0.06,0.274,7.383,5.402,"1",8.93995039136124,0.280492424140118,"sup"
"CC029","P02","A04",0.077,-0.223,7.846,-3.704,"2",8.51320867828341,0.235919477788503,"inf"
"CC029","P02","A05",-0.071,0.37,7.561,5.292,"1",9.08149260859689,0.376750580623308,"sup"
"CC029","P02","A05",-0.16,-0.129,7.864,-4.552,"2",9.16228710530291,0.205526154053444,"inf"
"CC029","P02","A06",0.095,0.399,6.805,7.036,"1",9.43789536920176,0.410153629753535,"sup"
"CC029","P02","A06",0.041,-0.199,8.636,-3.554,"2",9.22659471311057,0.203179723397784,"inf"
"CC029","P02","A07",-0.071,0.24,5.976,6.193,"1",8.48554170339172,0.250281841131154,"sup"
"CC029","P02","A07",-0.071,-0.306,8.557,-2.906,"2",9.01123654111909,0.314128954412038,"inf"
"CC029","P02","A08",-0.091,0.24,8.48,6.203,"1",10.4412360379411,0.25667294364619,"sup"
"CC029","P02","A08",-0.11,-0.24,8.192,-5.302,"2",9.72353063449692,0.264007575648882,"inf"
"CC029","P02","A09",0.055,0.554,8.74,8.585,"1",11.8290399441375,0.556723450197672,"sup"
"CC029","P02","A09",0.018,-0.118,8.758,-4.333,"2",9.70328939071694,0.119364986491014,"inf"
"CC029","P02","A10",0.115,0.257,7.733,5.797,"1",9.4194226999323,0.281556388668416,"sup"
"CC029","P02","A10",0.08,-0.24,8.176,-4.181,"2",9.00425993627461,0.25298221281347,"inf"
"CC029","P04","A01",0.108,0.292,7.074,6.974,"1",9.65268252870672,0.311332619556641,"sup"
"CC029","P04","A01",0.158,-0.308,8.474,-4.841,"2",9.47121665890925,0.346161811874158,"inf"
"CC029","P04","A02",0.004,0.414,9.592,5.454,"1",10.8319593795398,0.414019323220547,"sup"
"CC029","P04","A02",-0.131,-0.313,8.967,-4.794,"2",10.1416450835158,0.339308119560968,"inf"
"CC029","P04","A03",-0.03,0.232,8.192,7.009,"1",10.6549994368841,0.233931613938775,"sup"
"CC029","P04","A03",-0.013,-0.232,9.499,-4.739,"2",10.5257395464642,0.232363938682404,"inf"
"CC029","P04","A04",-0.009,0.509,9.628,4.934,"1",10.6043573119732,0.509079561561845,"sup"
"CC029","P04","A04",0.098,-0.259,9.075,-5.898,"2",10.601172105008,0.276920566227935,"inf"
"CC029","P04","A05",0.037,0.291,6.679,6.783,"1",9.28774612056122,0.293342802877453,"sup"
"CC029","P04","A05",0.037,-0.225,7.245,-4.469,"2",8.36461595053832,0.22802192877002,"inf"
"CC029","P04","A06",0.079,0.262,8.57,6.007,"1",10.2519318179551,0.273651237892322,"sup"
"CC029","P04","A06",-0.016,-0.357,8.38,-5.23,"2",9.70767454131009,0.357358363551212,"inf"
"CC029","P04","A07",0.129,0.334,7.717,6.569,"1",9.82104724558435,0.358046086419053,"sup"
"CC029","P04","A07",0.032,-0.294,8.909,-3.484,"2",9.43277419426544,0.295736369085711,"inf"
"CC029","P04","A08",-0.025,0.443,7.909,6.016,"1",9.69570446125499,0.443704856858701,"sup"
"CC029","P04","A08",-0.057,-0.246,9.597,-1.606,"2",9.74932387399249,0.252517326138228,"inf"
"CC029","P04","A09",-0.072,0.237,7.686,6.289,"1",9.83937335403022,0.247695377429616,"sup"
"CC029","P04","A09",0.024,-0.245,7.895,-4.028,"2",8.73291074041181,0.246172703604604,"inf"
"CC029","P04","A10",-0.051,0.347,10.354,4.211,"1",11.0993027258472,0.350727814693959,"sup"
"CC029","P04","A10",-0.085,-0.297,11.066,-3.347,"2",11.5605925886176,0.308923938858742,"inf"
"CC029","P05","A01",0.024,0.26,6.85,4.566,"1",8.07068225121024,0.261105342725881,"sup"
"CC029","P05","A01",0.005,-0.202,7.907,-4.509,"2",8.99954737750738,0.202061871712602,"inf"
"CC029","P05","A02",-0.091,0.278,8.006,4.776,"1",9.26247337378089,0.29251495688255,"sup"
"CC029","P05","A02",-0.11,-0.354,7.738,-4.163,"2",8.72350760875463,0.370696641473861,"inf"
"CC029","P05","A03",0.044,0.236,6.429,4.248,"1",7.54084670312293,0.240066657409979,"sup"
"CC029","P05","A03",0.113,-0.236,6.168,-4.493,"2",7.40169399529594,0.261658173959844,"inf"
"CC029","P05","A04",-0.191,0.129,5.808,4.676,"1",7.52749692793029,0.230482103426709,"sup"
"CC029","P05","A04",-0.267,-0.425,7.049,-1.839,"2",7.45139262151714,0.501910350560735,"inf"
"CC029","P05","A05",0.095,0.317,7.7,5.477,"1",9.19030059356058,0.330928995405359,"sup"
"CC029","P05","A05",0.095,-0.263,7.247,-3.775,"2",7.96776304868562,0.279631900898306,"inf"
"CC029","P05","A06",-0.115,0.392,10.068,5.359,"1",11.3298092658261,0.408520501321537,"sup"
"CC029","P05","A06",-0.096,-0.449,9.094,-2.646,"2",9.44896338229755,0.459148124247503,"inf"
"CC029","P05","A07",-0.235,0.231,7.758,4.887,"1",9.25020999761627,0.329523898981546,"sup"
"CC029","P05","A07",-0.27,-0.231,6.492,-3.706,"2",7.60264881472241,0.355332238897627,"inf"
"CC029","P05","A08",-0.136,0.346,7.24,4.849,"1",8.64189707182399,0.371768745324294,"sup"
"CC029","P05","A08",-0.171,-0.215,7.187,-3.824,"2",8.19542829875291,0.274710756979045,"inf"
"CC029","P05","A09",0,0.459,7.915,3.802,"1",8.59202385937097,0.459,"sup"
"CC029","P05","A09",0.018,-0.275,7.126,-3.636,"2",7.86256860065462,0.275588461296913,"inf"
"CC029","P05","A10",-0.157,0.231,7.489,5.008,"1",9.01560009095346,0.279302703173457,"sup"
"CC029","P05","A10",-0.12,-0.25,6.564,-4.212,"2",7.77002573998311,0.277308492477241,"inf"
"CC029","P07","A01",-0.028,0.337,10.658,3.071,"1",11.0302018113904,0.338161204161566,"sup"
"CC029","P07","A01",-0.014,-0.351,9.943,-3.408,"2",10.4157139937692,0.351279091321986,"inf"
"CC029","P07","A02",0.075,0.415,9.852,3.994,"1",10.4114826033567,0.421722657679191,"sup"
"CC029","P07","A02",-0.011,-0.243,10.124,-3.479,"2",10.6390751947714,0.243248843779369,"inf"
"CC029","P07","A03",-0.025,0.392,10.314,3.544,"1",10.8087938735087,0.392796384912081,"sup"
"CC029","P07","A03",-0.011,-0.322,10.3,-2.339,"2",10.5064270806017,0.322187833413988,"inf"
"CC029","P07","A04",0.023,0.464,8.186,4.025,"1",8.90591320415824,0.464569693372265,"sup"
"CC029","P07","A04",-0.098,-0.215,8.895,-2.72,"2",9.33536683799839,0.236281611641702,"inf"
"CC029","P07","A05",0.004,0.438,8.344,3.158,"1",8.7723429025546,0.438018264459372,"sup"
"CC029","P07","A05",0.019,-0.196,8.6,-3.792,"2",9.30401940023773,0.19691876497683,"inf"
"CC029","P07","A06",0.024,0.382,8.497,2.118,"1",8.64901294946423,0.382753184180093,"sup"
"CC029","P07","A06",-0.008,-0.422,8.738,-3.043,"2",9.13028789250372,0.422075822572201,"inf"
"CC029","P07","A07",0.038,0.424,7.931,4.509,"1",8.8874447396313,0.425699424476942,"sup"
"CC029","P07","A07",0.023,-0.34,8.849,-3.231,"2",9.28741928632492,0.340777053218083,"inf"
"CC029","P07","A08",0.082,0.494,7.067,4.336,"1",7.97189996174061,0.500759423276287,"sup"
"CC029","P07","A08",0.051,-0.237,8.342,-3.224,"2",8.81265283555412,0.242425246210043,"inf"
"CC029","P07","A09",-0.015,0.496,10.625,3.841,"1",11.1534131547253,0.496226762680128,"sup"
"CC029","P07","A09",0,-0.352,9.99,-3.152,"2",10.3749746987643,0.352,"inf"
"CC029","P07","A10",0.182,0.524,10.796,3.474,"1",11.0163286080255,0.554707129934347,"sup"
"CC029","P07","A10",0.04,-0.27,10.558,-3.459,"2",10.9908163936989,0.272946881279124,"inf"
"CC030","P01","A01",-0.101,0.19,6.046,5.039,"1",7.82933011182949,0.215176671598015,"sup"
"CC030","P01","A01",-0.056,-0.153,7.254,-2.391,"2",7.6449162192924,0.162926363735278,"inf"
"CC030","P01","A02",-0.023,0.169,5.843,5.82,"1",8.1451677085251,0.170557908054713,"sup"
"CC030","P01","A02",0.008,-0.246,7.717,-2.227,"2",7.95946241903308,0.246130046926417,"inf"
"CC030","P01","A03",-0.141,0.19,6.207,4.501,"1",7.67344935475566,0.236603043091166,"sup"
"CC030","P01","A03",-0.141,-0.331,7.024,-2.828,"2",7.58763691803977,0.35978048863161,"inf"
"CC030","P01","A04",-0.117,0.211,5.147,5.354,"1",7.3593576485995,0.241267486412902,"sup"
"CC030","P01","A04",-0.056,-0.301,6.802,-1.91,"2",7.04422068081346,0.306164988200807,"inf"
"CC030","P01","A05",-0.14,0.18,4.542,5.306,"1",6.94240592302121,0.228035085019828,"sup"
"CC030","P01","A05",-0.111,-0.266,6.423,-1.802,"2",6.71211233517437,0.288230810289254,"inf"
"CC030","P01","A06",-0.176,0.26,5.993,5.506,"1",8.09796746103613,0.313968151251046,"sup"
"CC030","P01","A06",-0.132,-0.179,7.106,-2.216,"2",7.51917635117039,0.222407284053378,"inf"
"CC030","P01","A07",-0.182,0.238,5.239,5.421,"1",7.50004866650877,0.299613083826458,"sup"
"CC030","P01","A07",-0.126,-0.21,6.444,-3.278,"2",7.25103606390149,0.244899979583503,"inf"
"CC030","P01","A08",-0.045,0.205,5.65,5.646,"1",7.87638914731871,0.209880918618154,"sup"
"CC030","P01","A08",-0.015,-0.287,6.082,-4.476,"2",7.39737318242091,0.287391718739424,"inf"
"CC030","P01","A09",0.056,0.242,5.935,4.724,"1",7.39262909931237,0.248394846967484,"sup"
"CC030","P01","A09",-0.101,-0.124,6.118,-3.417,"2",7.03703133430568,0.159928108848945,"inf"
"CC030","P01","A10",-0.064,0.11,6.192,2.96,"1",6.87459351525601,0.127263506159464,"sup"
"CC030","P01","A10",-0.181,-0.264,6.153,-2.651,"2",6.76884960683867,0.320089050109497,"inf"
"CC030","P02","A01",0.043,0.276,5.953,6.065,"1",8.27288468431659,0.279329554469268,"sup"
"CC030","P02","A01",0.112,-0.293,7.47,-4.739,"2",8.5969227052475,0.313676585036244,"inf"
"CC030","P02","A02",-0.061,0.213,5.036,5.344,"1",7.23232811755661,0.221562632228451,"sup"
"CC030","P02","A02",-0.078,-0.18,6.446,-4.065,"2",7.5931417081469,0.196173392691262,"inf"
"CC030","P02","A03",-0.171,0.171,5.381,5.44,"1",7.65421877137047,0.241830519165799,"sup"
"CC030","P02","A03",-0.141,-0.275,6.556,-3.848,"2",7.59052949404717,0.309040450426801,"inf"
"CC030","P02","A04",-0.105,0.201,5.845,6.607,"1",8.74295922442739,0.226773014267571,"sup"
"CC030","P02","A04",0,-0.289,7.683,-3.106,"2",8.18315208217469,0.289,"inf"
"CC030","P02","A05",-0.023,0.312,6.979,3.602,"1",7.73641415644225,0.312846607780874,"sup"
"CC030","P02","A05",-0.148,-0.343,6.682,-5.209,"2",8.3861108983843,0.373567932242584,"inf"
"CC030","P02","A06",-0.036,0.28,5.745,6.683,"1",8.62660825585583,0.282304799817502,"sup"
"CC030","P02","A06",-0.036,-0.271,7.417,-5.287,"2",8.98373335534843,0.273380686955022,"inf"
"CC030","P02","A07",-0.046,0.283,6.741,3.516,"1",7.51768967170101,0.286714143355364,"sup"
"CC030","P02","A07",-0.015,-0.237,6.495,-4.772,"2",7.93387200552164,0.23747420912596,"inf"
"CC030","P02","A08",-0.092,0.292,5.01,6.024,"1",7.6737362477479,0.306150289890439,"sup"
"CC030","P02","A08",-0.031,-0.261,7.223,-3.458,"2",7.92725204594884,0.262834548718391,"inf"
"CC030","P02","A09",-0.135,0.277,6.158,4.062,"1",7.34357365320183,0.308146069259369,"sup"
"CC030","P02","A09",-0.058,-0.169,5.665,-4.8,"2",7.3619895408782,0.178675683852056,"inf"
"CC030","P02","A10",0.022,0.22,6.658,4.357,"1",7.81992742933079,0.22109726366466,"sup"
"CC030","P02","A10",-0.03,-0.263,6.572,-4.314,"2",7.74577336358352,0.264705496731745,"inf"
"CC030","P03","A01",-0.022,0.188,5.895,5.048,"1",7.65705485157316,0.189282857121293,"sup"
"CC030","P03","A01",0.011,-0.183,7.616,-2.95,"2",8.09273217152279,0.183330303005259,"inf"
"CC030","P03","A02",-0.087,0.136,7.702,3.008,"1",8.30162062491415,0.161446585594122,"sup"
"CC030","P03","A02",-0.011,-0.234,7.082,-4.063,"2",8.0605142515847,0.234258404331627,"inf"
"CC030","P03","A03",-0.009,0.2,7.1,5.008,"1",8.58223426620364,0.200202397588041,"sup"
"CC030","P03","A03",-0.058,-0.224,8.796,-3.422,"2",9.41384724753913,0.231387121508523,"inf"
"CC030","P03","A04",0.05,0.31,7.557,5.007,"1",8.85532935581732,0.314006369362152,"sup"
"CC030","P03","A04",-0.056,-0.17,8.213,-3.285,"2",8.83626538759447,0.178986032974643,"inf"
"CC030","P03","A05",-0.041,0.148,7.425,3.097,"1",8.02731318686396,0.153574086355739,"sup"
"CC030","P03","A05",-0.041,-0.236,7.973,-3.327,"2",8.5894398536808,0.239534966132296,"inf"
"CC030","P03","A06",-0.03,0.245,8.179,4.432,"1",9.21513157800799,0.24682990094395,"sup"
"CC030","P03","A06",-0.078,-0.185,8.895,-3.836,"2",9.68733864381751,0.20077101384413,"inf"
"CC030","P03","A07",0.09,0.359,7.829,3.628,"1",8.40110004701765,0.370109443273203,"sup"
"CC030","P03","A07",-0.034,-0.247,8.784,-2.696,"2",9.15176075954786,0.249329099785805,"inf"
"CC030","P03","A08",-0.107,0.327,8.048,4.607,"1",9.20990906578344,0.344061041095908,"sup"
"CC030","P03","A08",-0.071,-0.196,8.999,-2.455,"2",9.34708409077398,0.208463426048792,"inf"
"CC030","P03","A09",0.017,0.308,7.583,4.923,"1",8.86242523240676,0.308468799070506,"sup"
"CC030","P03","A09",0.05,-0.191,8.637,-1.467,"2",8.68128705895618,0.197436065600994,"inf"
"CC030","P03","A10",-0.027,0.282,7.117,4.735,"1",8.41819131405316,0.283289604468643,"sup"
"CC030","P03","A10",-0.016,-0.2,8.015,-1.589,"2",8.15023202123719,0.200638979263751,"inf"
