 ,X,Y
1,-0.008,0.688
2,-0.438,3.321
3,0.091,0.655
4,1.335,2.627
5,0.179,0.556
6,2.095,2.495
7,0.278,0.501
8,2.712,2.043
9,0.322,0.413
10,3.230,1.647
11,0.399,0.281
12,3.659,1.195
13,0.421,0.160
14,3.780,0.798
15,0.432,-0.006
16,4.023,-0.754
17,0.443,-0.193
18,3.924,-0.677
19,0.454,-0.369
20,3.527,-1.547
21,0.366,-0.457
22,2.756,-2.362
23,0.267,-0.523
24,2.095,-2.362
25,0.168,-0.556
26,0.620,-2.561
27,0.069,-0.534
28,0.399,-2.583
29,-0.096,-0.512
30,-0.878,-2.517
31,-0.184,-0.468
32,-1.638,-2.572
33,-0.295,-0.468
34,-2.046,-2.550
35,-0.427,-0.402
36,-2.916,-2.076
37,-0.460,-0.237
38,-3.665,-1.349
39,-0.482,-0.094
40,-3.885,-0.391
41,-0.449,0.072
42,-3.819,0.369
43,-0.427,0.226
44,-3.808,0.898
45,-0.339,0.358
46,-3.246,1.801
47,-0.295,0.457
48,-2.079,2.329
49,-0.195,0.556
50,-1.176,2.373
51,-0.085,0.655
52,-1.187,2.891
