 ,X,Y
1,-0.134,0.575
2,0.254,4.520
3,-0.027,0.548
4,3.611,2.621
5,0.120,0.455
6,3.277,2.862
7,0.227,0.334
8,3.945,1.912
9,0.374,0.187
10,5.216,0.869
11,0.441,-0.040
12,5.470,0.334
13,0.388,-0.214
14,5.376,0.214
15,0.374,-0.361
16,5.283,0.094
17,0.254,-0.495
18,4.146,-0.669
19,0.187,-0.602
20,3.611,-1.618
21,0.000,-0.629
22,-2.086,-2.969
23,-0.107,-0.602
24,-2.528,-2.742
25,-0.214,-0.481
26,-3.598,-2.327
27,-0.281,-0.334
28,-4.266,-2.140
29,-0.388,-0.160
30,-5.069,-1.498
31,-0.388,0.027
32,-5.430,-1.230
33,-0.401,0.214
34,-4.975,1.698
35,-0.281,0.348
36,-4.520,1.164
37,-0.254,0.468
38,-3.076,3.731
