 ,X,Y
1,-0.020,0.689
2,1.064,3.780
3,0.172,0.649
4,1.176,3.851
5,0.294,0.497
6,3.557,1.895
7,0.416,0.375
8,3.770,1.074
9,0.476,0.223
10,4.175,0.466
11,0.527,0.091
12,3.973,0.263
13,0.598,-0.081
14,4.287,-0.111
15,0.608,-0.223
16,3.729,-0.912
17,0.476,-0.395
18,3.588,-1.723
19,0.405,-0.517
20,2.341,-2.493
21,0.253,-0.557
22,2.868,-2.412
23,0.152,-0.638
24,0.628,-3.314
25,0.051,-0.659
26,-1.135,-2.898
27,-0.152,-0.659
28,-1.267,-2.574
29,-0.243,-0.557
30,-1.966,-2.422
31,-0.365,-0.497
32,-3.202,-1.814
33,-0.426,-0.355
34,-3.658,-1.317
35,-0.537,-0.233
36,-4.033,-0.527
37,-0.507,-0.071
38,-3.577,0.284
39,-0.568,0.091
40,-4.196,0.081
41,-0.527,0.274
42,-3.810,0.953
43,-0.456,0.436
44,-3.608,1.115
45,-0.385,0.568
46,-2.898,1.773
47,-0.213,0.669
48,-1.804,2.909
