 ,X,Y
1,0.017,0.600
2,-0.061,3.699
3,0.161,0.600
4,2.060,3.432
5,0.283,0.467
6,3.393,2.610
7,0.383,0.278
8,5.060,0.411
9,0.317,-0.011
10,5.626,-0.133
11,0.350,-0.222
12,5.115,-0.622
13,0.328,-0.411
14,4.271,-1.055
15,0.194,-0.600
16,3.349,-1.844
17,0.028,-0.644
18,3.582,-2.022
19,-0.083,-0.655
20,1.694,-3.221
21,-0.172,-0.633
22,-3.949,-1.011
23,-0.250,-0.544
24,-4.071,-1.311
25,-0.328,-0.344
26,-4.682,-1.244
27,-0.361,-0.100
28,-5.171,-0.467
29,-0.372,0.200
30,-5.371,0.800
31,-0.339,0.400
32,-4.027,1.377
33,-0.217,0.589
34,-2.627,3.343
