 ,X,Y
1,0.090,0.636
2,0.895,3.440
3,0.197,0.568
4,2.448,2.751
5,0.255,0.432
6,3.011,1.946
7,0.323,0.296
8,3.700,1.674
9,0.352,0.160
10,4.311,-0.315
11,0.361,-0.005
12,4.195,0.296
13,0.342,-0.131
14,3.729,-1.004
15,0.274,-0.257
16,3.457,-0.975
17,0.245,-0.383
18,3.147,-1.179
19,0.158,-0.412
20,2.564,-1.461
21,0.070,-0.471
22,-0.425,-2.645
23,0.002,-0.480
24,-0.881,-2.819
25,-0.124,-0.480
26,-1.152,-2.082
27,-0.211,-0.432
28,-2.744,-1.558
29,-0.279,-0.383
30,-2.948,-1.509
31,-0.328,-0.286
32,-3.540,-1.179
33,-0.376,-0.141
34,-4.103,-0.733
35,-0.415,0.034
36,-4.413,-0.597
37,-0.444,0.238
38,-3.938,0.762
39,-0.444,0.393
40,-3.394,1.325
41,-0.337,0.548
42,-3.025,2.033
43,-0.192,0.626
44,-1.560,3.227
45,-0.066,0.704
46,-0.677,3.557
