 ,X,Y
1,-0.090,0.668
2,-0.423,3.348
3,0.002,0.659
4,1.047,2.831
5,0.104,0.585
6,2.720,2.128
7,0.233,0.446
8,3.080,0.936
9,0.307,0.280
10,3.727,0.067
11,0.381,0.076
12,4.199,-0.173
13,0.400,-0.025
14,4.051,-0.793
15,0.400,-0.183
16,3.718,-1.282
17,0.354,-0.321
18,3.016,-1.883
19,0.141,-0.432
20,0.483,-2.734
21,0.058,-0.469
22,0.039,-2.863
23,-0.025,-0.488
24,-0.136,-2.789
25,-0.099,-0.515
26,-1.837,-1.976
27,-0.201,-0.488
28,-2.262,-2.345
29,-0.229,-0.386
30,-2.660,-0.552
31,-0.386,-0.275
32,-3.538,-0.608
33,-0.478,-0.146
34,-3.824,-0.820
35,-0.525,0.039
36,-4.018,-0.099
37,-0.478,0.206
38,-4.259,0.529
39,-0.414,0.381
40,-3.334,1.315
41,-0.303,0.566
42,-2.687,1.657
43,-0.220,0.714
44,-1.227,2.692
