 ,X,Y
1,0.000,0.613
2,0.822,4.184
3,0.088,0.515
4,3.582,1.928
5,0.208,0.416
6,3.735,1.873
7,0.263,0.285
8,4.403,1.041
9,0.340,0.164
10,4.184,0.843
11,0.361,0.055
12,4.272,0.482
13,0.383,-0.099
14,4.152,1.183
15,0.416,-0.208
16,3.987,-0.898
17,0.358,-0.292
18,3.863,-0.475
19,0.351,-0.372
20,3.469,-0.781
21,0.314,-0.445
22,3.366,-0.993
23,0.270,-0.518
24,2.432,-2.293
25,0.168,-0.562
26,2.300,-1.782
27,0.037,-0.562
28,2.308,-1.665
29,-0.095,-0.533
30,-2.308,-2.746
31,-0.168,-0.489
32,-2.468,-2.877
33,-0.226,-0.445
34,-2.855,-2.381
35,-0.270,-0.329
36,-3.768,-1.760
37,-0.314,-0.219
38,-4.133,-0.986
39,-0.351,-0.139
40,-4.257,0.168
41,-0.365,0.007
42,-4.330,0.044
43,-0.336,0.153
44,-4.214,0.117
45,-0.336,0.285
46,-4.214,0.234
47,-0.329,0.424
48,-4.009,0.409
49,-0.263,0.548
50,-3.202,2.417
51,-0.157,0.643
52,-1.789,3.816
