 ,X,Y
1,0.000,0.720
2,-0.484,4.645
3,0.157,0.667
4,3.167,2.722
5,0.262,0.537
6,4.344,0.824
7,0.288,0.419
8,4.397,0.131
9,0.432,0.301
10,4.658,0.353
11,0.484,0.183
12,4.816,-0.144
13,0.458,-0.039
14,4.881,-1.165
15,0.432,-0.183
16,4.541,-1.256
17,0.340,-0.327
18,4.423,-1.309
19,0.353,-0.419
20,4.148,-1.269
21,0.292,-0.541
22,3.005,-2.198
23,0.188,-0.619
24,2.709,-2.094
25,0.100,-0.654
26,1.383,-2.844
27,-0.031,-0.707
28,1.287,-2.390
29,-0.161,-0.646
30,0.981,-3.088
31,-0.284,-0.611
32,-1.845,-2.966
33,-0.384,-0.480
34,-3.647,-0.977
35,-0.454,-0.401
36,-4.039,-0.698
37,-0.480,-0.297
38,-4.571,-0.480
39,-0.506,-0.174
40,-4.763,-0.270
41,-0.515,-0.017
42,-4.484,0.907
43,-0.541,0.192
44,-4.816,0.550
45,-0.515,0.340
46,-4.615,1.256
47,-0.471,0.471
48,-4.030,2.076
49,-0.393,0.611
50,-3.926,2.373
51,-0.218,0.750
52,-1.649,4.397
