 ,X,Y
1,-0.080,0.765
2,-0.300,4.485
3,0.072,0.664
4,3.116,2.473
5,0.173,0.579
6,4.046,0.951
7,0.266,0.406
8,4.350,0.216
9,0.317,0.317
10,4.464,0.431
11,0.393,0.178
12,4.528,0.089
13,0.406,0.025
14,4.756,-0.431
15,0.393,-0.127
16,4.591,-1.040
17,0.368,-0.254
18,4.135,-1.027
19,0.317,-0.393
20,3.691,-1.002
21,0.292,-0.507
22,3.158,-1.814
23,0.178,-0.596
24,2.866,-1.928
25,0.063,-0.634
26,1.091,-2.663
27,-0.089,-0.634
28,0.913,-2.372
29,-0.216,-0.583
30,0.698,-2.613
31,-0.355,-0.520
32,-1.382,-2.778
33,-0.444,-0.419
34,-3.374,-0.951
35,-0.431,-0.347
36,-4.008,-0.803
37,-0.465,-0.287
38,-4.507,-0.609
39,-0.499,-0.161
40,-4.447,-0.431
41,-0.507,-0.051
42,-4.092,0.651
43,-0.482,0.110
44,-4.473,0.313
45,-0.482,0.228
46,-4.253,0.473
47,-0.465,0.347
48,-4.244,0.972
49,-0.440,0.440
50,-3.686,1.750
51,-0.389,0.592
52,-3.695,2.139
53,-0.254,0.710
54,-1.298,3.944
