 ,X,Y
1,0.045,0.599
2,-0.591,4.283
3,0.178,0.541
4,2.391,3.193
5,0.268,0.405
6,4.093,1.231
7,0.318,0.289
8,4.118,1.008
9,0.343,0.165
10,4.283,0.793
11,0.376,0.058
12,4.522,-0.074
13,0.409,-0.058
14,4.266,0.182
15,0.417,-0.132
16,4.382,-0.008
17,0.425,-0.231
18,3.903,0.041
19,0.425,-0.297
20,4.200,-0.892
21,0.401,-0.396
22,3.424,-2.024
23,0.376,-0.496
24,3.531,-1.553
25,0.343,-0.595
26,3.184,-2.065
27,0.227,-0.719
28,2.053,-2.412
29,0.120,-0.785
30,1.301,-2.272
31,-0.012,-0.743
32,1.747,-2.941
33,-0.202,-0.653
34,-2.903,-1.479
35,-0.335,-0.487
36,-3.581,-1.123
37,-0.359,-0.405
38,-3.944,-1.074
39,-0.392,-0.281
40,-3.878,-0.966
41,-0.417,-0.173
42,-4.275,-0.041
43,-0.417,-0.008
44,-4.283,0.446
45,-0.434,0.107
46,-4.423,1.132
47,-0.376,0.240
48,-3.953,1.586
49,-0.351,0.372
50,-3.779,1.652
51,-0.301,0.553
52,-3.490,2.007
53,-0.219,0.677
54,-3.622,2.032
