 ,X,Y
1,-0.042,0.685
2,0.156,3.000
3,0.052,0.654
4,0.841,3.270
5,0.239,0.529
6,1.785,2.990
7,0.301,0.426
8,3.561,1.422
9,0.384,0.291
10,3.955,0.955
11,0.363,0.135
12,4.412,0.862
13,0.374,0.000
14,4.547,-0.675
15,0.384,-0.083
16,4.401,-1.765
17,0.363,-0.218
18,4.339,-0.768
19,0.367,-0.367
20,3.696,-1.875
21,0.263,-0.408
22,3.114,-2.152
23,0.159,-0.415
24,2.567,-2.429
25,0.090,-0.429
26,1.889,-2.969
27,-0.021,-0.436
28,1.516,-2.983
29,-0.083,-0.436
30,-2.561,-2.298
31,-0.166,-0.381
32,-2.969,-2.152
33,-0.266,-0.353
34,-3.914,-1.218
35,-0.329,-0.228
36,-4.273,-0.540
37,-0.329,-0.111
38,-4.419,0.166
39,-0.315,-0.007
40,-4.543,0.484
41,-0.280,0.159
42,-4.170,1.481
43,-0.246,0.311
44,-3.090,2.242
45,-0.204,0.381
46,-2.460,2.637
47,-0.149,0.443
48,-1.713,3.052
49,-0.052,0.574
50,-1.561,3.204
