 ,X,Y
1,-0.077,0.574
2,-0.668,3.991
3,0.017,0.565
4,-0.248,3.623
5,0.086,0.540
6,1.533,3.511
7,0.146,0.480
8,2.261,3.443
9,0.197,0.420
10,2.758,2.775
11,0.231,0.308
12,3.640,1.670
13,0.231,0.206
14,4.197,0.582
15,0.257,0.086
16,4.556,-0.197
17,0.257,-0.026
18,4.094,-0.188
19,0.274,-0.094
20,3.897,-1.285
21,0.231,-0.163
22,3.169,-1.730
23,0.208,-0.240
24,2.561,-2.341
25,0.174,-0.320
26,1.596,-2.706
27,0.106,-0.383
28,1.419,-2.404
29,0.037,-0.405
30,0.979,-2.735
31,-0.037,-0.405
32,-0.180,-2.809
33,-0.134,-0.394
34,-0.083,-2.958
35,-0.191,-0.371
36,-1.824,-2.575
37,-0.246,-0.314
38,-2.546,-2.067
39,-0.277,-0.246
40,-3.234,-1.884
41,-0.317,-0.148
42,-3.725,-1.325
43,-0.340,-0.080
44,-4.182,-0.542
45,-0.331,0.034
46,-3.683,0.662
47,-0.303,0.131
48,-3.317,1.810
49,-0.263,0.246
50,-3.095,2.107
51,-0.257,0.360
52,-2.763,2.838
53,-0.228,0.451
54,-1.590,3.429
55,-0.174,0.562
56,-1.510,3.486
