 ,X,Y
1,-0.029,0.554
2,0.467,3.716
3,0.068,0.525
4,1.547,3.813
5,0.156,0.486
6,1.877,3.755
7,0.224,0.428
8,3.356,2.840
9,0.292,0.311
10,4.134,1.936
11,0.282,0.175
12,4.183,1.790
13,0.340,0.088
14,4.465,0.399
15,0.340,0.003
16,3.991,0.224
17,0.340,-0.126
18,3.557,0.139
19,0.347,-0.224
20,3.648,-0.152
21,0.331,-0.302
22,3.119,-0.963
23,0.266,-0.360
24,2.510,-2.001
25,0.214,-0.405
26,1.070,-2.740
27,0.143,-0.438
28,0.817,-2.714
29,0.084,-0.451
30,0.233,-2.805
31,0.026,-0.464
32,0.752,-2.578
33,-0.039,-0.464
34,-2.017,-2.202
35,-0.104,-0.438
36,-2.607,-1.897
37,-0.156,-0.405
38,-2.788,-1.864
39,-0.240,-0.295
40,-3.236,-2.059
41,-0.279,-0.230
42,-3.768,-1.300
43,-0.318,-0.126
44,-4.131,-1.054
45,-0.292,-0.023
46,-4.066,-0.107
47,-0.292,0.088
48,-4.170,0.269
49,-0.305,0.204
50,-4.351,0.522
51,-0.285,0.308
52,-3.923,1.495
53,-0.220,0.386
54,-3.028,1.787
55,-0.188,0.483
56,-2.166,3.187
57,-0.136,0.554
58,-1.388,3.440
59,-0.088,0.577
60,0.522,3.288
