 ,X,Y
1,0.000,0.541
2,0.622,3.498
3,0.081,0.523
4,1.605,3.354
5,0.144,0.469
6,2.867,2.912
7,0.198,0.397
8,3.056,2.236
9,0.252,0.298
10,3.498,1.875
11,0.270,0.198
12,3.787,0.532
13,0.289,0.108
14,3.913,0.289
15,0.316,0.009
16,3.669,-0.370
17,0.289,-0.126
18,3.047,-0.649
19,0.270,-0.207
20,3.038,-1.506
21,0.264,-0.292
22,2.801,-1.548
23,0.234,-0.352
24,2.554,-1.830
25,0.168,-0.412
26,1.467,-2.618
27,0.102,-0.430
28,0.505,-2.732
29,0.030,-0.454
30,-0.757,-1.993
31,-0.072,-0.460
32,-0.499,-3.056
33,-0.156,-0.400
34,-0.866,-3.026
35,-0.210,-0.337
36,-2.290,-2.044
37,-0.289,-0.276
38,-2.362,-2.212
39,-0.301,-0.174
40,-3.354,-1.491
41,-0.304,-0.096
42,-3.874,-0.475
43,-0.298,-0.018
44,-3.970,-0.198
45,-0.304,0.108
46,-3.754,0.661
47,-0.279,0.216
48,-3.681,1.473
49,-0.243,0.343
50,-3.423,2.050
51,-0.177,0.433
52,-3.273,2.332
53,-0.153,0.529
54,-1.860,3.540
55,-0.057,0.577
56,-0.838,3.847
