 ,X,Y
1,-0.012,0.616
2,0.291,3.860
3,0.058,0.535
4,2.197,3.709
5,0.116,0.419
6,3.430,3.313
7,0.198,0.337
8,4.406,2.406
9,0.267,0.140
10,4.569,2.162
11,0.314,-0.023
12,4.313,2.662
13,0.349,-0.116
14,5.104,0.442
15,0.326,-0.267
16,4.952,-0.744
17,0.233,-0.372
18,3.337,-2.151
19,0.151,-0.430
20,2.837,-2.081
21,0.047,-0.488
22,2.151,-2.302
23,-0.035,-0.488
24,-1.186,-3.639
25,-0.116,-0.465
26,-2.790,-2.093
27,-0.233,-0.442
28,-3.488,-2.244
29,-0.244,-0.337
30,-3.057,-2.674
31,-0.291,-0.244
32,-3.360,-2.302
33,-0.326,-0.128
34,-5.127,0.267
35,-0.326,0.035
36,-5.290,0.709
37,-0.267,0.198
38,-4.801,1.418
39,-0.186,0.372
40,-4.511,2.232
41,-0.128,0.488
42,-4.243,2.116
43,-0.066,0.539
44,-2.693,3.817
