 ,X,Y
1,-0.083,0.693
2,0.301,3.432
3,0.011,0.651
4,0.087,3.167
5,0.062,0.616
6,0.881,2.911
7,0.164,0.582
8,1.674,2.988
9,0.241,0.523
10,2.297,2.451
11,0.258,0.446
12,3.560,0.958
13,0.292,0.352
14,3.833,0.719
15,0.386,0.250
16,3.611,0.727
17,0.395,0.139
18,3.645,0.599
19,0.446,0.019
20,3.833,-0.390
21,0.437,-0.109
22,3.824,-0.450
23,0.403,-0.203
24,3.799,-0.612
25,0.326,-0.314
26,3.347,-1.039
27,0.224,-0.399
28,3.227,-1.201
29,0.164,-0.476
30,2.656,-1.337
31,0.087,-0.544
32,2.169,-1.943
33,0.011,-0.544
34,0.710,-2.592
35,-0.066,-0.544
36,-1.551,-2.267
37,-0.143,-0.535
38,-2.395,-1.670
39,-0.211,-0.476
40,-2.617,-2.088
41,-0.279,-0.407
42,-3.129,-1.116
43,-0.348,-0.288
44,-3.641,-0.595
45,-0.382,-0.186
46,-4.016,-0.689
47,-0.390,-0.032
48,-3.957,-1.047
49,-0.399,0.105
50,-3.871,-0.433
51,-0.373,0.190
52,-3.675,0.079
53,-0.339,0.318
54,-3.394,0.488
55,-0.348,0.403
56,-3.300,0.633
57,-0.322,0.514
58,-2.344,1.760
59,-0.254,0.668
60,-2.993,1.461
61,-0.151,0.693
62,-0.305,3.654
