 ,X,Y
1,0.012,0.558
2,0.919,3.547
3,0.128,0.523
4,2.593,3.128
5,0.221,0.442
6,3.895,3.035
7,0.267,0.256
8,4.965,1.930
9,0.326,0.070
10,5.233,0.733
11,0.372,-0.163
12,4.558,-1.116
13,0.326,-0.326
14,3.616,-1.698
15,0.209,-0.419
16,2.686,-2.221
17,0.116,-0.465
18,1.640,-2.477
19,0.000,-0.465
20,-1.035,-2.930
21,-0.093,-0.465
22,-3.035,-1.861
23,-0.221,-0.372
24,-4.268,-0.884
25,-0.291,-0.233
26,-4.698,0.349
27,-0.256,0.023
28,-4.977,1.500
29,-0.116,0.174
30,-5.035,2.419
31,-0.093,0.314
32,-3.721,3.302
33,-0.070,0.500
34,-2.035,3.175
