 ,X,Y
1,0.000,0.821
2,0.164,4.961
3,0.129,0.762
4,3.776,3.225
5,0.188,0.657
6,4.386,2.193
7,0.258,0.493
8,4.667,1.712
9,0.328,0.352
10,5.324,0.692
11,0.352,0.176
12,5.524,0.422
13,0.352,0.012
14,5.266,-0.352
15,0.399,-0.117
16,5.160,-0.668
17,0.399,-0.293
18,4.363,-2.111
19,0.328,-0.446
20,3.530,-1.736
21,0.258,-0.563
22,2.861,-2.252
23,0.141,-0.622
24,2.498,-2.134
25,0.000,-0.633
26,-0.246,-3.143
27,-0.152,-0.539
28,-2.744,-3.295
29,-0.270,-0.457
30,-3.706,-2.721
31,-0.328,-0.293
32,-4.961,-1.478
33,-0.399,-0.047
34,-5.183,-1.114
35,-0.399,0.117
36,-5.488,-0.774
37,-0.375,0.328
38,-5.219,-0.235
39,-0.328,0.469
40,-4.210,3.202
41,-0.246,0.610
42,-3.600,3.565
43,-0.129,0.762
44,-2.111,4.632
