 ,X,Y
1,-0.104,0.741
2,-0.933,5.688
3,0.059,0.755
4,-0.459,6.191
5,0.207,0.652
6,1.407,5.495
7,0.267,0.518
8,5.554,1.348
9,0.355,0.400
10,5.747,1.140
11,0.430,0.281
12,6.058,0.963
13,0.430,0.133
14,6.280,-0.385
15,0.400,-0.015
16,5.673,-1.866
17,0.370,-0.178
18,4.829,-2.370
19,0.341,-0.281
20,4.206,-3.496
21,0.237,-0.415
22,2.799,-3.984
23,0.133,-0.489
24,2.962,-3.451
25,0.015,-0.563
26,-1.007,-4.414
27,-0.193,-0.474
28,-2.207,-4.266
29,-0.341,-0.385
30,-4.710,-2.311
31,-0.385,-0.252
32,-4.532,-1.703
33,-0.390,-0.173
34,-4.883,-1.091
35,-0.469,-0.084
36,-5.288,-0.479
37,-0.513,0.059
38,-5.944,-0.138
39,-0.523,0.227
40,-5.747,0.790
41,-0.405,0.365
42,-5.707,1.491
43,-0.257,0.533
44,-5.085,3.318
45,-0.173,0.642
46,-2.404,5.737
