 ,X,Y
1,0.000,0.686
2,0.473,5.919
3,0.107,0.625
4,3.570,4.729
5,0.229,0.503
6,5.461,2.304
7,0.320,0.381
8,5.828,1.785
9,0.427,0.214
10,6.209,1.297
11,0.503,0.015
12,6.606,-0.214
13,0.478,-0.188
14,5.970,-2.548
15,0.427,-0.331
16,5.207,-2.934
17,0.346,-0.483
18,4.546,-3.229
19,0.285,-0.575
20,2.482,-4.633
21,0.153,-0.625
22,1.759,-4.460
23,0.051,-0.625
24,0.346,-4.124
25,-0.112,-0.656
26,-1.271,-3.493
27,-0.264,-0.534
28,-1.587,-4.683
29,-0.397,-0.453
30,-4.251,-3.351
31,-0.463,-0.331
32,-5.609,-2.243
33,-0.503,-0.198
34,-5.812,-1.663
35,-0.544,-0.015
36,-6.270,-0.310
37,-0.514,0.163
38,-6.524,0.539
39,-0.463,0.346
40,-6.300,1.597
41,-0.341,0.509
42,-5.700,2.146
43,-0.290,0.641
44,-4.155,4.058
45,-0.188,0.712
46,-2.171,5.024
