 ,X,Y
1,0.011,0.894
2,0.089,5.411
3,0.101,0.816
4,2.225,5.791
5,0.168,0.682
6,3.857,4.830
7,0.246,0.525
8,5.803,2.482
9,0.380,0.302
10,6.283,2.214
11,0.470,0.101
12,6.261,0.548
13,0.514,-0.078
14,5.736,-1.476
15,0.458,-0.235
16,5.042,-2.885
17,0.369,-0.414
18,4.975,-2.504
19,0.268,-0.548
20,4.550,-3.052
21,0.157,-0.548
22,1.275,-4.863
23,0.011,-0.537
24,-0.604,-4.886
25,-0.190,-0.425
26,-0.794,-5.165
27,-0.324,-0.414
28,-5.009,-2.381
29,-0.436,-0.335
30,-5.232,-1.509
31,-0.492,-0.168
32,-5.791,-1.409
33,-0.492,0.000
34,-5.981,-0.783
35,-0.492,0.168
36,-6.049,0.414
37,-0.358,0.436
38,-6.652,1.610
39,-0.358,0.581
40,-5.456,2.124
41,-0.145,0.660
42,-4.427,3.712
43,-0.134,0.839
44,-1.856,5.132
