 ,X,Y
1,-0.069,0.818
2,0.352,4.382
3,0.069,0.781
4,3.944,2.326
5,0.123,0.699
6,4.519,2.125
7,0.187,0.580
8,4.967,0.617
9,0.256,0.402
10,5.721,0.000
11,0.366,0.201
12,5.831,-0.338
13,0.411,0.009
14,5.685,-0.448
15,0.347,-0.183
16,4.999,-1.956
17,0.361,-0.356
18,4.401,-2.221
19,0.334,-0.484
20,3.386,-2.504
21,0.233,-0.594
22,2.088,-3.647
23,0.123,-0.603
24,2.088,-3.564
25,0.050,-0.576
26,-2.436,-3.016
27,-0.041,-0.548
28,-3.094,-2.541
29,-0.105,-0.466
30,-4.136,-1.554
31,-0.178,-0.375
32,-4.702,-1.471
33,-0.233,-0.183
34,-5.342,-1.206
35,-0.233,0.000
36,-5.863,-0.046
37,-0.242,0.238
38,-6.210,-0.055
39,-0.233,0.448
40,-5.954,0.210
41,-0.196,0.585
42,-4.794,2.376
43,-0.151,0.722
44,-3.669,2.550
45,-0.123,0.775
46,-2.632,3.832
