 ,X,Y
1,0.000,0.771
2,2.143,3.665
3,0.113,0.639
4,3.054,3.599
5,0.207,0.536
6,3.590,3.374
7,0.263,0.376
8,5.131,1.306
9,0.254,0.160
10,5.657,0.855
11,0.329,-0.075
12,5.403,-1.428
13,0.338,-0.273
14,4.755,-1.738
15,0.235,-0.376
16,3.599,-2.255
17,0.122,-0.460
18,2.002,-2.810
19,0.009,-0.489
20,0.761,-2.697
21,-0.085,-0.498
22,0.357,-2.716
23,-0.179,-0.479
24,-1.767,-2.631
25,-0.291,-0.432
26,-4.153,-0.874
27,-0.348,-0.254
28,-5.037,-0.517
29,-0.413,-0.009
30,-5.563,0.517
31,-0.338,0.263
32,-5.676,2.255
33,-0.254,0.470
34,-4.633,2.735
35,-0.169,0.611
36,-3.975,2.556
37,-0.094,0.714
38,-2.500,3.684
