 ,X,Y
1,0.041,0.987
2,0.219,4.730
3,0.137,0.919
4,3.729,3.318
5,0.165,0.795
6,4.332,3.139
7,0.247,0.672
8,5.374,1.522
9,0.288,0.480
10,6.046,0.548
11,0.329,0.274
12,6.361,-0.329
13,0.384,0.041
14,6.238,-0.507
15,0.329,-0.137
16,5.127,-1.042
17,0.329,-0.274
18,4.442,-2.193
19,0.247,-0.398
20,3.510,-2.961
21,0.123,-0.452
22,2.152,-3.304
23,0.055,-0.484
24,-0.631,-3.290
25,-0.009,-0.466
26,-2.678,-2.906
27,-0.119,-0.448
28,-3.601,-2.267
29,-0.247,-0.393
30,-4.314,-1.928
31,-0.320,-0.247
32,-4.935,-1.855
33,-0.366,-0.018
34,-5.456,-1.526
35,-0.274,0.201
36,-6.114,0.256
37,-0.210,0.384
38,-6.306,0.567
39,-0.155,0.548
40,-5.931,0.685
41,-0.137,0.695
42,-4.433,3.336
43,-0.101,0.813
44,0.640,4.853
45,-0.037,0.932
46,-2.203,4.021
